Language	Fraction	DepLen	DepLenBest
Slovak_2.6	7	-3.63287258148	-2.31136822701
Slovak_2.6	8	-3.3751707077	-2.04697084427
Slovak_2.6	9	-2.85818982124	-1.56555485725
Slovak_2.6	10	-1.13834238052	-0.13818924129
Gothic_2.6	0	1.98717164993	0.964361488819
Gothic_2.6	1	-0.992885649204	-1.41705560684
Gothic_2.6	2	-2.36494898796	-2.31692838669
Gothic_2.6	3	-3.31096243858	-2.91599488258
Gothic_2.6	4	-3.96836471558	-3.31565546989
Gothic_2.6	5	-4.39721155167	-3.53924489021
Gothic_2.6	6	-4.62313127518	-3.65125155449
Gothic_2.6	7	-4.66521024704	-3.65125155449
Gothic_2.6	8	-4.50860071182	-3.45311832428
Gothic_2.6	9	-4.03869152069	-3.01654648781
Gothic_2.6	10	-1.98717164993	-0.964361488819
Polish_2.6	0	1.62798237801	0.338858187199
Polish_2.6	1	-0.93990367651	-1.33364021778
Polish_2.6	2	-2.30684685707	-2.08471465111
Polish_2.6	3	-3.27154636383	-2.58029460907
Polish_2.6	4	-3.95956921577	-2.92731738091
Polish_2.6	5	-4.42973327637	-3.12731742859
Polish_2.6	6	-4.69192171097	-3.20460414886
Polish_2.6	7	-4.75067901611	-3.16071200371
Polish_2.6	8	-4.56667137146	-2.93118476868
Polish_2.6	9	-3.9782679081	-2.39404535294
Polish_2.6	10	-1.62798237801	-0.338858187199
Maltese_2.6	0	1.02374923229	-1.5077933073
Maltese_2.6	1	-3.66194105148	-4.36423301697
Maltese_2.6	2	-6.22894191742	-5.46759653091
Maltese_2.6	3	-7.92606019974	-6.12223148346
Maltese_2.6	4	-9.05938720703	-6.45693206787
Maltese_2.6	5	-9.67124080658	-6.56603765488
Maltese_2.6	6	-9.86299800873	-6.46267414093
Maltese_2.6	7	-9.62957572937	-6.14109945297
Maltese_2.6	8	-8.91585350037	-5.43232154846
Maltese_2.6	9	-7.22070407867	-3.94011473656
Maltese_2.6	10	-1.02374923229	1.5077933073
Korean_2.6	0	-0.0742001384497	0.717653512955
Korean_2.6	1	-2.4616112709	-1.71083986759
Korean_2.6	2	-3.40799713135	-2.6517033577
Korean_2.6	3	-3.91837263107	-3.15219521523
Korean_2.6	4	-4.1603474617	-3.3863363266
Korean_2.6	5	-4.21883821487	-3.50074696541
Korean_2.6	6	-4.07325553894	-3.47597002983
Korean_2.6	7	-3.71783447266	-3.27600646019
Korean_2.6	8	-3.09655737877	-2.92315530777
Korean_2.6	9	-2.08077764511	-2.3001639843
Korean_2.6	10	0.0742001384497	-0.717653512955
Hindi_2.6	0	-4.10522651672	-1.72397851944
Hindi_2.6	1	-7.77808189392	-5.08132362366
Hindi_2.6	2	-8.87692165375	-6.00322675705
Hindi_2.6	3	-9.14010334015	-6.27907371521
Hindi_2.6	4	-8.8767824173	-6.22578811646
Hindi_2.6	5	-8.1831817627	-5.96206331253
Hindi_2.6	6	-7.0697593689	-5.46548652649
Hindi_2.6	7	-5.52591753006	-4.73631906509
Hindi_2.6	8	-3.45867371559	-3.6134827137
Hindi_2.6	9	-0.651923716068	-1.9016264677
Hindi_2.6	10	4.10522651672	1.72397851944
Finnish_2.6	0	0.70678460598	0.156532227993
Finnish_2.6	1	-1.71846950054	-1.74344718456
Finnish_2.6	2	-2.88024067879	-2.47159719467
Finnish_2.6	3	-3.61848711967	-2.86079478264
Finnish_2.6	4	-4.04469490051	-3.06083607674
Finnish_2.6	5	-4.21043395996	-3.07660388947
Finnish_2.6	6	-4.13811779022	-2.94722437859
Finnish_2.6	7	-3.86068630219	-2.70270347595
Finnish_2.6	8	-3.36504983902	-2.28520584106
Finnish_2.6	9	-2.5578660965	-1.62936484814
Finnish_2.6	10	-0.70678460598	-0.156532227993
Ukrainian_2.6	0	2.70063209534	0.502473294735
Ukrainian_2.6	1	-1.12312877178	-2.11194992065
Ukrainian_2.6	2	-3.01538300514	-3.07836508751
Ukrainian_2.6	3	-4.33201551437	-3.67196035385
Ukrainian_2.6	4	-5.26622056961	-4.03228330612
Ukrainian_2.6	5	-5.89332723618	-4.23249149323
Ukrainian_2.6	6	-6.23681592941	-4.25540208817
Ukrainian_2.6	7	-6.3104801178	-4.13486051559
Ukrainian_2.6	8	-6.09802627563	-3.83624053001
Ukrainian_2.6	9	-5.44530534744	-3.17807865143
Ukrainian_2.6	10	-2.70063209534	-0.502473294735
Icelandic_2.6	0	2.69957113266	0.267777770758
Icelandic_2.6	1	-0.0938705801964	-1.44777774811
Icelandic_2.6	2	-1.95216500759	-2.23777770996
Icelandic_2.6	3	-3.33544659615	-2.73222231865
Icelandic_2.6	4	-4.35857105255	-3.04111099243
Icelandic_2.6	5	-5.0755405426	-3.19000005722
Icelandic_2.6	6	-5.46346282959	-3.19000005722
Icelandic_2.6	7	-5.56099843979	-3.01222229004
Icelandic_2.6	8	-5.35992860794	-2.66777777672
Icelandic_2.6	9	-4.74827432632	-2.00777769089
Icelandic_2.6	10	-2.69957113266	-0.267777770758
Swedish_2.6	0	2.42530918121	0.394322246313
Swedish_2.6	1	-0.945237517357	-1.8351033926
Swedish_2.6	2	-2.72332906723	-2.65002274513
Swedish_2.6	3	-3.97244691849	-3.13082003593
Swedish_2.6	4	-4.84510278702	-3.40303015709
Swedish_2.6	5	-5.40362882614	-3.53400111198
Swedish_2.6	6	-5.69093132019	-3.53400111198
Swedish_2.6	7	-5.7172627449	-3.35712480545
Swedish_2.6	8	-5.46820068359	-3.02270102501
Swedish_2.6	9	-4.83831262589	-2.41123461723
Swedish_2.6	10	-2.42530918121	-0.394322246313
Welsh_2.6	0	3.02478456497	-0.300560057163
Welsh_2.6	1	-0.589427769184	-2.06160545349
Welsh_2.6	2	-2.77666950226	-2.78220295906
Welsh_2.6	3	-4.34797954559	-3.15805840492
Welsh_2.6	4	-5.37577581406	-3.35718727112
Welsh_2.6	5	-6.0041513443	-3.45177340508
Welsh_2.6	6	-6.38590431213	-3.45177340508
Welsh_2.6	7	-6.53994989395	-3.27255749702
Welsh_2.6	8	-6.42422914505	-2.95768523216
Welsh_2.6	9	-5.82895183563	-2.29433727264
Welsh_2.6	10	-3.02478456497	0.300560057163
Vietnamese_2.6	0	1.5303145647	0.0161016955972
Vietnamese_2.6	1	-0.535259902477	-1.28841805458
Vietnamese_2.6	2	-1.91893839836	-1.89802265167
Vietnamese_2.6	3	-2.95330762863	-2.28898310661
Vietnamese_2.6	4	-3.69202923775	-2.4889831543
Vietnamese_2.6	5	-4.16549491882	-2.61949157715
Vietnamese_2.6	6	-4.38635396957	-2.61949157715
Vietnamese_2.6	7	-4.36172628403	-2.45282483101
Vietnamese_2.6	8	-4.07026052475	-2.14322042465
Vietnamese_2.6	9	-3.40632677078	-1.56355929375
Vietnamese_2.6	10	-1.5303145647	-0.0161016955972
Ancient_Greek_2.6	0	-1.65724849701	-1.45277774334
Ancient_Greek_2.6	1	-3.86499357224	-3.28699183464
Ancient_Greek_2.6	2	-4.71050024033	-3.84871268272
Ancient_Greek_2.6	3	-5.14089155197	-4.11314344406
Ancient_Greek_2.6	4	-5.28896284103	-4.16863155365
Ancient_Greek_2.6	5	-5.19544792175	-4.069647789
Ancient_Greek_2.6	6	-4.8656463623	-3.81205964088
Ancient_Greek_2.6	7	-4.2679066658	-3.36544704437
Ancient_Greek_2.6	8	-3.34177923203	-2.68319773674
Ancient_Greek_2.6	9	-1.87131404877	-1.56585371494
Ancient_Greek_2.6	10	1.65724849701	1.45277774334
Uyghur_2.6	0	-2.14869236946	-0.924810051918
Uyghur_2.6	1	-3.45134067535	-2.32695841789
Uyghur_2.6	2	-3.8337624073	-2.71155357361
Uyghur_2.6	3	-3.89505529404	-2.82106375694
Uyghur_2.6	4	-3.72815132141	-2.76919054985
Uyghur_2.6	5	-3.38229513168	-2.56903338432
Uyghur_2.6	6	-2.87833428383	-2.27194142342
Uyghur_2.6	7	-2.19395470619	-1.87267482281
Uyghur_2.6	8	-1.28787457943	-1.32407653332
Uyghur_2.6	9	-0.0643308982253	-0.588420212269
Uyghur_2.6	10	2.14869236946	0.924810051918
English_2.6	0	2.81413769722	0.238615959883
English_2.6	1	-0.990900754929	-2.07419776917
English_2.6	2	-3.06973266602	-2.95421051979
English_2.6	3	-4.5195775032	-3.44645237923
English_2.6	4	-5.52102565765	-3.70323228836
English_2.6	5	-6.15492391586	-3.79531741142
English_2.6	6	-6.46498727798	-3.74978137016
English_2.6	7	-6.48103904724	-3.54977202415
English_2.6	8	-6.19179296494	-3.14671492577
English_2.6	9	-5.48514318466	-2.45492434502
English_2.6	10	-2.81413769722	-0.238615959883
Estonian_2.6	0	-0.158341258764	-0.417253196239
Estonian_2.6	1	-2.73210120201	-2.57926630974
Estonian_2.6	2	-3.9067761898	-3.3033747673
Estonian_2.6	3	-4.57335472107	-3.61213803291
Estonian_2.6	4	-4.88121175766	-3.7017557621
Estonian_2.6	5	-4.90273237228	-3.62167739868
Estonian_2.6	6	-4.68693494797	-3.41655707359
Estonian_2.6	7	-4.24473905563	-3.01662921906
Estonian_2.6	8	-3.53011751175	-2.44360232353
Estonian_2.6	9	-2.41962480545	-1.58181869984
Estonian_2.6	10	0.158341258764	0.417253196239
Scottish_Gaelic_2.6	0	3.58408522606	0.363912671804
Scottish_Gaelic_2.6	1	-1.0161550045	-2.39817619324
Scottish_Gaelic_2.6	2	-3.42285823822	-3.36861014366
Scottish_Gaelic_2.6	3	-5.12022256851	-3.93672275543
Scottish_Gaelic_2.6	4	-6.28606081009	-4.30146455765
Scottish_Gaelic_2.6	5	-7.03639125824	-4.50151968002
Scottish_Gaelic_2.6	6	-7.45775556564	-4.53578329086
Scottish_Gaelic_2.6	7	-7.5741147995	-4.41254472733
Scottish_Gaelic_2.6	8	-7.4084649086	-4.13014650345
Scottish_Gaelic_2.6	9	-6.83228778839	-3.52942800522
Scottish_Gaelic_2.6	10	-3.58408522606	-0.363912671804
Buryat_2.6	0	-2.40223693848	-1.31114125252
Buryat_2.6	1	-3.59004282951	-2.59375
Buryat_2.6	2	-3.94540667534	-3.01766300201
Buryat_2.6	3	-4.05408000946	-3.17798924446
Buryat_2.6	4	-3.97094416618	-3.17798924446
Buryat_2.6	5	-3.72153830528	-3.03668475151
Buryat_2.6	6	-3.29988336563	-2.83831524849
Buryat_2.6	7	-2.65381717682	-2.43614125252
Buryat_2.6	8	-1.75073695183	-1.87364125252
Buryat_2.6	9	-0.367318034172	-0.957880437374
Buryat_2.6	10	2.40223693848	1.31114125252
Czech_2.6	0	1.74086165428	0.0403472557664
Czech_2.6	1	-1.94308817387	-2.66931295395
Czech_2.6	2	-3.87615704536	-3.7330160141
Czech_2.6	3	-5.22833919525	-4.3766412735
Czech_2.6	4	-6.16508197784	-4.739818573
Czech_2.6	5	-6.75724601746	-4.9365568161
Czech_2.6	6	-7.03962039948	-4.9365568161
Czech_2.6	7	-7.01043605804	-4.7656917572
Czech_2.6	8	-6.60129213333	-4.32262229919
Czech_2.6	9	-5.54659748077	-3.38149809837
Czech_2.6	10	-1.74086165428	-0.0403472557664
North_Sami_2.6	0	1.14456951618	0.443736732006
North_Sami_2.6	1	-0.522673666477	-0.784652709961
North_Sami_2.6	2	-1.41918742657	-1.34152257442
North_Sami_2.6	3	-2.00990962982	-1.74188661575
North_Sami_2.6	4	-2.43057250977	-1.94146192074
North_Sami_2.6	5	-2.69973444939	-2.11859273911
North_Sami_2.6	6	-2.83934950829	-2.11859273911
North_Sami_2.6	7	-2.80647587776	-2.03973317146
North_Sami_2.6	8	-2.60803151131	-1.83955109119
North_Sami_2.6	9	-2.19852972031	-1.43433427811
North_Sami_2.6	10	-1.14456951618	-0.443736732006
Danish_2.6	0	1.01811265945	-0.427848100662
Danish_2.6	1	-2.43907260895	-2.98260879517
Danish_2.6	2	-4.23015165329	-3.83610343933
Danish_2.6	3	-5.41529560089	-4.30060529709
Danish_2.6	4	-6.18529129028	-4.51678609848
Danish_2.6	5	-6.62527084351	-4.5733628273
Danish_2.6	6	-6.76798057556	-4.48156309128
Danish_2.6	7	-6.59502506256	-4.22201442719
Danish_2.6	8	-6.04821205139	-3.73791956902
Danish_2.6	9	-4.87099218369	-2.80627417564
Danish_2.6	10	-1.01811265945	0.427848100662
Norwegian_2.6	0	1.66463935375	-0.2647831738
Norwegian_2.6	1	-1.32567155361	-2.02666974068
Norwegian_2.6	2	-2.95793771744	-2.67706561089
Norwegian_2.6	3	-4.07119703293	-3.0382874012
Norwegian_2.6	4	-4.81371164322	-3.23828744888
Norwegian_2.6	5	-5.25568723679	-3.26095294952
Norwegian_2.6	6	-5.43531322479	-3.17947125435
Norwegian_2.6	7	-5.36550617218	-2.97947144508
Norwegian_2.6	8	-5.04279136658	-2.58019948006
Norwegian_2.6	9	-4.30765342712	-1.88510608673
Norwegian_2.6	10	-1.66463935375	0.2647831738
Sanskrit_2.6	0	-1.73927617073	-1.65994000435
Sanskrit_2.6	1	-3.43874454498	-2.7011179924
Sanskrit_2.6	2	-3.71073865891	-2.85492229462
Sanskrit_2.6	3	-3.71848154068	-2.85492229462
Sanskrit_2.6	4	-3.56078219414	-2.67384791374
Sanskrit_2.6	5	-3.31365418434	-2.47368431091
Sanskrit_2.6	6	-2.92104148865	-2.10444498062
Sanskrit_2.6	7	-2.39897465706	-1.70520865917
Sanskrit_2.6	8	-1.65235543251	-1.12762475014
Sanskrit_2.6	9	-0.551948487759	-0.292064368725
Sanskrit_2.6	10	1.73927617073	1.65994000435
Persian_2.6	0	-1.18340373039	-3.11642622948
Persian_2.6	1	-5.83170795441	-6.17347383499
Persian_2.6	2	-8.06287193298	-7.1741399765
Persian_2.6	3	-9.43951034546	-7.58768033981
Persian_2.6	4	-10.1896343231	-7.68091011047
Persian_2.6	5	-10.4233322144	-7.47225284576
Persian_2.6	6	-10.1280708313	-6.95860147476
Persian_2.6	7	-9.25726032257	-6.04694795609
Persian_2.6	8	-7.70334196091	-4.56281900406
Persian_2.6	9	-5.07652187347	-2.14239740372
Persian_2.6	10	1.18340373039	3.11642622948
Naija_2.6	0	1.26932704449	-0.334447592497
Naija_2.6	1	-1.4084610939	-1.84674727917
Naija_2.6	2	-2.60229229927	-2.28010630608
Naija_2.6	3	-3.3353562355	-2.48015761375
Naija_2.6	4	-3.78079795837	-2.53569889069
Naija_2.6	5	-4.00195932388	-2.53569889069
Naija_2.6	6	-4.03123140335	-2.34336161613
Naija_2.6	7	-3.88373446465	-2.12959623337
Naija_2.6	8	-3.55463194847	-1.7294934988
Naija_2.6	9	-2.98068475723	-1.18573760986
Naija_2.6	10	-1.26932704449	0.334447592497
Irish_2.6	0	4.02266025543	0.833650648594
Irish_2.6	1	-1.54576420784	-3.35054731369
Irish_2.6	2	-4.07995319366	-4.76178026199
Irish_2.6	3	-5.88216400146	-5.65659189224
Irish_2.6	4	-7.16291713715	-6.23298406601
Irish_2.6	5	-8.04327583313	-6.60233211517
Irish_2.6	6	-8.57272720337	-6.78177070618
Irish_2.6	7	-8.80856990814	-6.76939535141
Irish_2.6	8	-8.70520782471	-6.50809144974
Irish_2.6	9	-8.07058906555	-5.75273656845
Irish_2.6	10	-4.02266025543	-0.833650648594
Bulgarian_2.6	0	0.812460124493	-0.36439499259
Bulgarian_2.6	1	-1.88043045998	-2.11283040047
Bulgarian_2.6	2	-3.37766456604	-2.80737137794
Bulgarian_2.6	3	-4.39734745026	-3.21522951126
Bulgarian_2.6	4	-5.07815980911	-3.41515994072
Bulgarian_2.6	5	-5.48774147034	-3.49860906601
Bulgarian_2.6	6	-5.62356281281	-3.46157860756
Bulgarian_2.6	7	-5.49622821808	-3.2616481781
Bulgarian_2.6	8	-5.03804063797	-2.84127259254
Bulgarian_2.6	9	-4.00086975098	-2.07353973389
Bulgarian_2.6	10	-0.812460124493	0.36439499259
Faroese_2.6	0	-0.424855142832	-0.760191857815
Faroese_2.6	1	-1.5072927475	-1.46043169498
Faroese_2.6	2	-2.0609793663	-1.7162270546
Faroese_2.6	3	-2.40335607529	-1.8345323801
Faroese_2.6	4	-2.57662296295	-1.8345323801
Faroese_2.6	5	-2.5769431591	-1.72741806507
Faroese_2.6	6	-2.41230773926	-1.52757799625
Faroese_2.6	7	-2.08079886436	-1.22382092476
Faroese_2.6	8	-1.59488487244	-0.824140667915
Faroese_2.6	9	-0.910449445248	-0.227817744017
Faroese_2.6	10	0.424855142832	0.760191857815
Classical_Chinese_2.6	0	1.11147809029	0.864249408245
Classical_Chinese_2.6	1	-0.25770008564	-0.278464347124
Classical_Chinese_2.6	2	-0.940204918385	-0.819835662842
Classical_Chinese_2.6	3	-1.42492210865	-1.21981060505
Classical_Chinese_2.6	4	-1.76841807365	-1.42945861816
Classical_Chinese_2.6	5	-1.97208058834	-1.62944602966
Classical_Chinese_2.6	6	-2.06053876877	-1.65642058849
Classical_Chinese_2.6	7	-2.06053876877	-1.65642058849
Classical_Chinese_2.6	8	-2.00604867935	-1.63659739494
Classical_Chinese_2.6	9	-1.77682447433	-1.43660998344
Classical_Chinese_2.6	10	-1.11147809029	-0.864249408245
Coptic_2.6	0	3.79811215401	0.674183726311
Coptic_2.6	1	-0.172339990735	-1.57669723034
Coptic_2.6	2	-2.35691690445	-2.44491434097
Coptic_2.6	3	-3.92785191536	-2.9828517437
