Language	Fraction	DepLen	DepLenBest	DepLenBest1	DepLen1	DepLenReal
Faroese_2.6	2	-1.73211860657	-1.74439108372	-10.7764425278	-10.9658899307	-11.0488786697
Faroese_2.6	3	-2.11589455605	-1.94471156597	-9.35657024384	-9.54295539856	-9.59535217285
Faroese_2.6	4	-2.34151244164	-1.94631409645	-7.63221168518	-7.80194425583	-7.8261218071
Faroese_2.6	5	-2.44470715523	-1.9334936142	-5.67067289352	-5.81720256805	-5.79246807098
Faroese_2.6	6	-2.36843299866	-1.73477566242	-3.37580132484	-3.48859429359	-3.43509626389
Faroese_2.6	7	-2.16813278198	-1.53445518017	-0.697916686535	-0.756493985653	-0.675480782986
Faroese_2.6	8	-1.79557335377	-1.13381409645	2.51041674614	2.50792241096	2.6033654213
Faroese_2.6	9	-1.18666017056	-0.600160241127	6.46875	6.5317196846	6.61618566513
Faroese_2.6	10	0.208072155714	0.709134638309	12.5488786697	12.7405519485	12.8389425278
Spanish_2.6	0	1.52858889103	-1.25386309624	-80.6555633545	-82.3760986328	-79.4592285156
Spanish_2.6	1	-2.21818804741	-3.03272676468	-77.4418258667	-79.0761184692	-76.3011627197
Spanish_2.6	2	-4.47984600067	-3.80775403976	-71.4254074097	-72.8991088867	-70.3781509399
Spanish_2.6	3	-6.08599710464	-4.29786300659	-63.1479454041	-64.4074401855	-62.2318534851
Spanish_2.6	4	-7.19250392914	-4.54668998718	-52.6782836914	-53.6806335449	-51.9123001099
Spanish_2.6	5	-7.90370941162	-4.64201974869	-39.9525909424	-40.6698608398	-39.3795394897
Spanish_2.6	6	-8.28348922729	-4.62980365753	-24.8402671814	-25.2405033112	-24.4911384583
Spanish_2.6	7	-8.33956623077	-4.4297990799	-7.02188205719	-7.04095935822	-6.92736673355
Spanish_2.6	8	-7.98891830444	-4.02074623108	14.1848735809	14.6048297882	13.9615077972
Spanish_2.6	9	-6.82395076752	-3.03448414803	40.4121818542	41.3787002563	39.7568321228
Spanish_2.6	10	-1.52858889103	1.25386309624	80.6555633545	82.3760986328	79.4592285156
Danish_2.6	0	0.356233537197	-1.24799120426	-54.6905899048	-55.7760162354	-54.969291687
Danish_2.6	1	-1.92974638939	-2.28090262413	-53.0883865356	-54.1471405029	-53.3589439392
Danish_2.6	2	-3.2611489296	-2.73373699188	-49.8058319092	-50.8113861084	-50.0605392456
Danish_2.6	3	-4.16846513748	-2.95564126968	-45.1806259155	-46.0820922852	-45.405834198
Danish_2.6	4	-4.77945613861	-3.08002209663	-39.1423225403	-39.9388542175	-39.338470459
Danish_2.6	5	-5.15516042709	-3.08002209663	-31.5575122833	-32.2058410645	-31.7182159424
Danish_2.6	6	-5.32892227173	-2.98007702827	-22.2844257355	-22.7447566986	-22.3907546997
Danish_2.6	7	-5.2717795372	-2.78018712997	-10.9358282089	-11.1669111252	-11.0040721893
Danish_2.6	8	-4.97085237503	-2.44050621986	3.54562473297	3.62714290619	3.55795264244
Danish_2.6	9	-4.14088487625	-1.77479362488	22.6003303528	23.0524520874	22.6934509277
Danish_2.6	10	-0.356233537197	1.24799120426	54.6905899048	55.7760162354	54.969291687
English_2.6	0	1.98732793331	-0.315071940422	-53.183719635	-53.8999137878	-53.1775588989
English_2.6	1	-0.641357183456	-1.40964889526	-51.5925140381	-52.2926101685	-51.5769958496
English_2.6	2	-2.12341928482	-1.86487579346	-48.4029579163	-49.0519714355	-48.3847236633
English_2.6	3	-3.1676774025	-2.09316825867	-43.8133621216	-44.3932304382	-43.7938690186
English_2.6	4	-3.89484214783	-2.25133323669	-37.8903808594	-38.3814697266	-37.8693771362
English_2.6	5	-4.37434864044	-2.25133323669	-30.5258579254	-30.9020805359	-30.5154685974
English_2.6	6	-4.63222312927	-2.24313306808	-21.5276679993	-21.7587184906	-21.5224628448
English_2.6	7	-4.69557094574	-2.04311299324	-10.5349636078	-10.5898399353	-10.5247764587
English_2.6	8	-4.53389835358	-1.80420565605	3.13763952255	3.27635288239	3.14712238312
English_2.6	9	-4.09719324112	-1.36170637608	20.989938736	21.3755321503	20.9937877655
English_2.6	10	-1.98732793331	0.315071940422	53.183719635	53.8999137878	53.1775588989
Kurmanji_2.6	0	-1.7003159523	-1.70230865479	-39.3851776123	-40.4687347412	-40.6051025391
Kurmanji_2.6	1	-3.35750126839	-2.57958698273	-37.645198822	-38.6817970276	-38.8189544678
Kurmanji_2.6	2	-4.08744049072	-2.85176181793	-34.7217483521	-35.6463737488	-35.7934379578
Kurmanji_2.6	3	-4.41693353653	-2.95139741898	-30.9453220367	-31.7092247009	-31.8153095245
Kurmanji_2.6	4	-4.44268989563	-2.86634254456	-26.3329277039	-26.9026527405	-27.0109348297
Kurmanji_2.6	5	-4.16835546494	-2.63547992706	-20.9720535278	-21.2575321198	-21.3171329498
Kurmanji_2.6	6	-3.61968684196	-2.23693799973	-14.5006074905	-14.5471467972	-14.5200481415
Kurmanji_2.6	7	-2.82486963272	-1.68772780895	-6.56136083603	-6.36132907867	-6.36452007294
Kurmanji_2.6	8	-1.82885718346	-1.01458084583	3.04252743721	3.54872846603	3.59416770935
Kurmanji_2.6	9	-0.53153860569	-0.0935601443052	15.4678010941	16.1943721771	16.294046402
Kurmanji_2.6	10	1.7003159523	1.70230865479	39.3851776123	40.4687347412	40.6051025391
Czech_2.6	0	-0.854574382305	-2.00058698654	-51.4395599365	-52.7897987366	-50.4213562012
Czech_2.6	1	-3.23241782188	-3.19591712952	-49.898815155	-51.2162590027	-48.8940162659
Czech_2.6	2	-4.49296140671	-3.67849087715	-46.7014312744	-47.9207687378	-45.7631721497
Czech_2.6	3	-5.31663179398	-3.88834095001	-42.1672363281	-43.2605628967	-41.3348617554
Czech_2.6	4	-5.82236433029	-3.95778536797	-36.3495941162	-37.2726554871	-35.6554908752
Czech_2.6	5	-6.06292295456	-3.93947458267	-29.1923866272	-29.9168338776	-28.6583538055
Czech_2.6	6	-6.04510116577	-3.73947286606	-20.5734348297	-21.052822113	-20.221124649
Czech_2.6	7	-5.72003793716	-3.39710903168	-10.2037277222	-10.3852777481	-10.0732517242
Czech_2.6	8	-5.01535654068	-2.80559921265	2.45871067047	2.64226841927	2.31793022156
Czech_2.6	9	-3.59615945816	-1.62650930882	18.7224006653	19.3652248383	18.2311038971
Czech_2.6	10	0.854574382305	2.00058698654	51.4395599365	52.7897987366	50.4213562012
Icelandic_2.6	0	1.67366576195	-0.332777768373	-39.7388877869	-40.3089752197	-39.7838897705
Icelandic_2.6	1	-0.30758035183	-1.21500003338	-37.6177787781	-38.1631736755	-37.6583328247
Icelandic_2.6	2	-1.59245181084	-1.66277778149	-33.8600006104	-34.3364639282	-33.8605537415
Icelandic_2.6	3	-2.55268859863	-1.94277775288	-29.0788879395	-29.4973945618	-29.0450000763
Icelandic_2.6	4	-3.25617241859	-2.14277768135	-23.4799995422	-23.8082885742	-23.4461116791
Icelandic_2.6	5	-3.73801493645	-2.18499994278	-16.9511108398	-17.206281662	-16.9172229767
Icelandic_2.6	6	-4.00998926163	-2.18499994278	-9.48777770996	-9.64559268951	-9.45055580139
Icelandic_2.6	7	-4.09086847305	-2.0516667366	-0.733333349228	-0.7338129282	-0.732777774334
Icelandic_2.6	8	-3.9532160759	-1.82277774811	9.4855556488	9.66047668457	9.47611141205
Icelandic_2.6	9	-3.53081512451	-1.35722219944	21.8977775574	22.2742137909	21.8683338165
Icelandic_2.6	10	-1.67366576195	0.332777768373	39.7388877869	40.3089752197	39.7838897705
Erzya_2.6	0	0.582529723644	0.0704607069492	-21.0636863708	-21.4570713043	-21.1490516663
Erzya_2.6	1	-0.961218297482	-0.949864506721	-20.6056919098	-20.9991149902	-20.6761512756
Erzya_2.6	2	-1.74786067009	-1.39295387268	-19.6124668121	-19.9816055298	-19.6558265686
Erzya_2.6	3	-2.23575162888	-1.65176153183	-18.1707324982	-18.5072231293	-18.2289981842
Erzya_2.6	4	-2.52258062363	-1.85230350494	-16.2235774994	-16.5133934021	-16.258808136
Erzya_2.6	5	-2.68448781967	-1.86720871925	-13.716802597	-13.9480648041	-13.7018966675
Erzya_2.6	6	-2.69099116325	-1.85636854172	-10.5609760284	-10.7150564194	-10.472899437
Erzya_2.6	7	-2.52528858185	-1.6558265686	-6.54607057571	-6.60760402679	-6.4403796196
Erzya_2.6	8	-2.28154683113	-1.43631434441	-1.32249319553	-1.26301550865	-1.23306238651
Erzya_2.6	9	-1.81533265114	-1.03523039818	6.16937685013	6.35167312622	6.24119234085
Erzya_2.6	10	-0.582529723644	-0.0704607069492	21.0636863708	21.4570713043	21.1490516663
Sanskrit_2.6	0	-0.679023623466	-0.623649954796	-29.9703674316	-30.6545009613	-30.6964836121
Sanskrit_2.6	1	-2.22021627426	-1.63223481178	-29.6031570435	-30.2873344421	-30.2766551971
Sanskrit_2.6	2	-2.67915582657	-1.95569097996	-28.8781509399	-29.5432891846	-29.4896144867
Sanskrit_2.6	3	-2.88666892052	-2.1179728508	-27.725561142	-28.3553695679	-28.2882862091
Sanskrit_2.6	4	-2.91297459602	-2.1179728508	-26.0927715302	-26.6479854584	-26.5685405731
Sanskrit_2.6	5	-2.76986980438	-1.98393797874	-23.8485183716	-24.2940826416	-24.2290229797
Sanskrit_2.6	6	-2.54884624481	-1.78399336338	-20.8493499756	-21.1085281372	-21.072555542
Sanskrit_2.6	7	-2.16018390656	-1.48490726948	-16.7302684784	-16.801940918	-16.7723617554
Sanskrit_2.6	8	-1.6641368866	-1.08501803875	-11.1805591583	-11.0087251663	-11.0072002411
Sanskrit_2.6	9	-0.916164219379	-0.546662986279	-2.9495985508	-2.4993584156	-2.44558286667
Sanskrit_2.6	10	0.679023623466	0.623649954796	29.9703674316	30.6545009613	30.6964836121
Romanian_2.6	0	0.119202263653	-1.59747314453	-57.0733795166	-58.0402984619	-56.5997123718
Romanian_2.6	1	-2.1269493103	-2.48821163177	-54.6546134949	-55.5824203491	-54.2239532471
Romanian_2.6	2	-3.32336378098	-2.79913234711	-50.3210449219	-51.1706695557	-49.9426116943
Romanian_2.6	3	-4.10588121414	-2.97994327545	-44.6026039124	-45.3524055481	-44.2971954346
Romanian_2.6	4	-4.59431695938	-2.97994327545	-37.5555038452	-38.1736373901	-37.3201179504
Romanian_2.6	5	-4.83774423599	-2.93922948837	-29.1295909882	-29.5916671753	-28.9786872864
Romanian_2.6	6	-4.87718820572	-2.73926210403	-19.1676845551	-19.4548282623	-19.0985927582
Romanian_2.6	7	-4.69726276398	-2.43625497818	-7.40143537521	-7.47326612473	-7.42643117905
Romanian_2.6	8	-4.25771331787	-1.9707198143	6.75634431839	6.93306732178	6.61821222305
Romanian_2.6	9	-3.411652565	-1.20687115192	24.860748291	25.3720760345	24.5750961304
Romanian_2.6	10	-0.119202263653	1.59747314453	57.0733795166	58.0402984619	56.5997123718
Bulgarian_2.6	0	-0.26689094305	-1.09644770622	-30.8787460327	-31.9638881683	-30.2694988251
Bulgarian_2.6	1	-2.19148492813	-2.10041666031	-29.9444332123	-31.0230388641	-29.3393535614
Bulgarian_2.6	2	-3.24053645134	-2.50109148026	-28.0853347778	-29.1292228699	-27.5171661377
Bulgarian_2.6	3	-3.92947435379	-2.70113110542	-25.3895606995	-26.3673191071	-24.8779525757
Bulgarian_2.6	4	-4.37693786621	-2.80392932892	-21.7926177979	-22.6634960175	-21.3661441803
Bulgarian_2.6	5	-4.60973930359	-2.80392932892	-17.3133563995	-18.0374202728	-16.9811477661
Bulgarian_2.6	6	-4.63611078262	-2.65806698799	-11.7884502411	-12.3204984665	-11.5727329254
Bulgarian_2.6	7	-4.43293619156	-2.45346307755	-4.98630666733	-5.2721118927	-4.90414762497
Bulgarian_2.6	8	-3.92873930931	-2.04782700539	3.39214134216	3.43171072006	3.28636622429
Bulgarian_2.6	9	-2.83432745934	-1.29410600662	13.8743801117	14.3301420212	13.5874185562
Bulgarian_2.6	10	0.26689094305	1.09644770622	30.8787460327	31.9638881683	30.2694988251
Ancient_Greek_2.6	0	-0.868640720844	-0.918428778648	-57.2787361145	-58.63904953	-58.6144142151
Ancient_Greek_2.6	1	-3.06525158882	-2.5164847374	-56.1004676819	-57.4267692566	-57.3595428467
Ancient_Greek_2.6	2	-3.99541807175	-3.06256580353	-53.6616744995	-54.8805809021	-54.837184906
Ancient_Greek_2.6	3	-4.50684738159	-3.30854892731	-49.9992752075	-51.0602493286	-51.0107727051
Ancient_Greek_2.6	4	-4.72703552246	-3.36237359047	-44.8944168091	-45.7679100037	-45.6941719055
Ancient_Greek_2.6	5	-4.72181940079	-3.26879692078	-38.180480957	-38.825252533	-38.7415046692
Ancient_Greek_2.6	6	-4.50191640854	-3.06880426407	-29.5479316711	-29.9170665741	-29.8093643188
Ancient_Greek_2.6	7	-4.04851579666	-2.68064260483	-18.4247932434	-18.4750213623	-18.3547935486
Ancient_Greek_2.6	8	-3.34234857559	-2.1460955143	-3.81828737259	-3.49393606186	-3.39530658722
Ancient_Greek_2.6	9	-2.21193385124	-1.36005222797	16.377571106	17.1513938904	17.2135944366
Ancient_Greek_2.6	10	0.868640720844	0.918428778648	57.2787361145	58.63904953	58.6144142151
Urdu_2.6	0	-1.21279871464	-1.05535161495	-103.762413025	-107.182815552	-107.061332703
Urdu_2.6	1	-5.27498006821	-3.80987358093	-100.110565186	-103.25995636	-103.18862915
