Language	Model	Fraction	DepLen
Hungarian_2.6	2281510	0.532	63.0855
Hungarian_2.6	2281510	0.538	63.0855
Hungarian_2.6	2281510	0.459	63.0855
Hungarian_2.6	2281510	0.457	63.0855
Hungarian_2.6	2281510	0.5425	63.0855
Hungarian_2.6	2281510	0.459	63.0855
Hungarian_2.6	2285963	0.4565	56.352
Hungarian_2.6	2285963	0.4565	56.352
Hungarian_2.6	2285963	0.456	56.352
Hungarian_2.6	2285963	0.524	56.352
Hungarian_2.6	2285963	0.524	56.352
Hungarian_2.6	2285963	0.5375	56.352
Hungarian_2.6	2285963	0.536	56.352
Hungarian_2.6	2285963	0.456	56.352
Hungarian_2.6	3255472	0.4315	54.7295
Hungarian_2.6	3255472	0.4315	54.7295
Hungarian_2.6	3255472	0.431	54.7295
Hungarian_2.6	3255472	0.5035	54.7295
Hungarian_2.6	3255472	0.5035	54.7295
Hungarian_2.6	3255472	0.517	54.7295
Hungarian_2.6	3255472	0.516	54.7295
Hungarian_2.6	3255472	0.4315	54.7295
Hungarian_2.6	364157	0.464	52.7365
Hungarian_2.6	364157	0.464	52.7365
Hungarian_2.6	364157	0.464	52.7365
Hungarian_2.6	364157	0.5535	52.7365
Hungarian_2.6	364157	0.5545	52.7365
Hungarian_2.6	364157	0.5535	52.7365
Hungarian_2.6	364157	0.565	52.7365
Hungarian_2.6	364157	0.428	52.7365
Hungarian_2.6	668548	0.4735	51.6005
Hungarian_2.6	668548	0.4745	51.6005
Hungarian_2.6	668548	0.396	51.6005
Hungarian_2.6	668548	0.3955	51.6005
Hungarian_2.6	668548	0.3955	51.6005
Hungarian_2.6	668548	0.4735	51.6005
Hungarian_2.6	668548	0.484	51.6005
Hungarian_2.6	668548	0.3735	51.6005
Hungarian_2.6	807169	0.4735	51.7745
Hungarian_2.6	807169	0.4745	51.7745
Hungarian_2.6	807169	0.399	51.7745
Hungarian_2.6	807169	0.398	51.7745
Hungarian_2.6	807169	0.3985	51.7745
Hungarian_2.6	807169	0.4735	51.7745
Hungarian_2.6	807169	0.492	51.7745
Hungarian_2.6	807169	0.3775	51.7745
Hungarian_2.6	8550159	0.4695	58.8275
Hungarian_2.6	8550159	0.4695	58.8275
Hungarian_2.6	8550159	0.404	58.8275
Hungarian_2.6	8550159	0.404	58.8275
Hungarian_2.6	8550159	0.4035	58.8275
Hungarian_2.6	8550159	0.4855	58.8275
Hungarian_2.6	8550159	0.483	58.8275
Hungarian_2.6	8550159	0.4035	58.8275
Hungarian_2.6	9076623	0.506	53.7815
Hungarian_2.6	9076623	0.506	53.7815
Hungarian_2.6	9076623	0.506	53.7815
Hungarian_2.6	9076623	0.582	53.7815
Hungarian_2.6	9076623	0.5825	53.7815
Hungarian_2.6	9076623	0.4825	53.7815
Hungarian_2.6	9076623	0.596	53.7815
Hungarian_2.6	9076623	0.582	53.7815
Hungarian_2.6	9220386	0.527	62.726
Hungarian_2.6	9220386	0.457	62.726
Hungarian_2.6	9220386	0.5355	62.726
Hungarian_2.6	9220386	0.527	62.726
Hungarian_2.6	9220386	0.453	62.726
Hungarian_2.6	9220386	0.451	62.726
Hungarian_2.6	9220386	0.5405	62.726
Hungarian_2.6	9220386	0.4545	62.726
Hungarian_2.6	9274709	0.46	55.4885
Hungarian_2.6	9274709	0.46	55.4885
Hungarian_2.6	9274709	0.4595	55.4885
Hungarian_2.6	9274709	0.534	55.4885
Hungarian_2.6	9274709	0.5345	55.4885
Hungarian_2.6	9274709	0.534	55.4885
Hungarian_2.6	9274709	0.5505	55.4885
Hungarian_2.6	9274709	0.4465	55.4885
Hungarian_2.6	9412958	0.49	54.201
Hungarian_2.6	9412958	0.4905	54.201
Hungarian_2.6	9412958	0.4225	54.201
Hungarian_2.6	9412958	0.4225	54.201
Hungarian_2.6	9412958	0.422	54.201
Hungarian_2.6	9412958	0.5025	54.201
Hungarian_2.6	9412958	0.504	54.201
Hungarian_2.6	9412958	0.422	54.201
North_Sami_2.6	1582157	0.4255	14.2465
North_Sami_2.6	1582157	0.6415	14.2465
North_Sami_2.6	1582157	0.65	14.2465
North_Sami_2.6	1582157	0.6415	14.2465
North_Sami_2.6	1582157	0.3455	14.2465
North_Sami_2.6	2401972	0.258	14.211
North_Sami_2.6	2401972	0.6115	14.211
North_Sami_2.6	2401972	0.6115	14.211
North_Sami_2.6	2401972	0.702	14.211
North_Sami_2.6	2401972	0.717	14.211
North_Sami_2.6	2401972	0.258	14.211
North_Sami_2.6	2670934	0.4205	14.1905
North_Sami_2.6	2670934	0.4205	14.1905
North_Sami_2.6	2670934	0.6395	14.1905
North_Sami_2.6	2670934	0.6395	14.1905
North_Sami_2.6	2670934	0.65	14.1905
North_Sami_2.6	2670934	0.6395	14.1905
North_Sami_2.6	2670934	0.3375	14.1905
North_Sami_2.6	3877989	0.4985	14.537
North_Sami_2.6	3877989	0.4985	14.537
North_Sami_2.6	3877989	0.697	14.537
North_Sami_2.6	3877989	0.4115	14.537
North_Sami_2.6	3877989	0.705	14.537
North_Sami_2.6	3877989	0.697	14.537
North_Sami_2.6	6519668	0.587	13.817
North_Sami_2.6	6519668	0.351	13.817
North_Sami_2.6	6519668	0.595	13.817
North_Sami_2.6	6519668	0.587	13.817
North_Sami_2.6	6519668	0.2865	13.817
North_Sami_2.6	7830396	0.471	14.1545
North_Sami_2.6	7830396	0.471	14.1545
North_Sami_2.6	7830396	0.6945	14.1545
North_Sami_2.6	7830396	0.3745	14.1545
North_Sami_2.6	7830396	0.703	14.1545
North_Sami_2.6	7830396	0.6945	14.1545
North_Sami_2.6	9002606	0.2875	14.244
North_Sami_2.6	9002606	0.2875	14.244
North_Sami_2.6	9002606	0.6365	14.244
North_Sami_2.6	9002606	0.7275	14.244
North_Sami_2.6	9002606	0.2875	14.244
North_Sami_2.6	9002606	0.737	14.244
North_Sami_2.6	954494	0.3965	13.8815
North_Sami_2.6	954494	0.5965	13.8815
North_Sami_2.6	954494	0.5965	13.8815
North_Sami_2.6	954494	0.6055	13.8815
North_Sami_2.6	954494	0.5965	13.8815
North_Sami_2.6	954494	0.3245	13.8815
Persian_2.6	3380803	0.5125	62.868
Persian_2.6	3380803	0.4845	62.868
Persian_2.6	3380803	0.628	62.868
Persian_2.6	3380803	0.628	62.868
Persian_2.6	3380803	0.628	62.868
Persian_2.6	3380803	0.635	62.868
Persian_2.6	3380803	0.628	62.868
Persian_2.6	3563986	0.514	62.422
Persian_2.6	3563986	0.514	62.422
Persian_2.6	3563986	0.514	62.422
Persian_2.6	3563986	0.514	62.422
Persian_2.6	3563986	0.514	62.422
Persian_2.6	3563986	0.52	62.422
Persian_2.6	3563986	0.3815	62.422
Persian_2.6	3563986	0.3815	62.422
Persian_2.6	3563986	0.3575	62.422
Persian_2.6	3818588	0.4785	62.854
Persian_2.6	3818588	0.5725	62.854
Persian_2.6	3818588	0.5725	62.854
Persian_2.6	3818588	0.4785	62.854
Persian_2.6	3818588	0.579	62.854
Persian_2.6	3818588	0.597	62.854
Persian_2.6	6770285	0.4935	61.4795
Persian_2.6	6770285	0.4935	61.4795
Persian_2.6	6770285	0.4935	61.4795
Persian_2.6	6770285	0.518	61.4795
Persian_2.6	6770285	0.5035	61.4795
Persian_2.6	6770285	0.3745	61.4795
Persian_2.6	6770285	0.3745	61.4795
Persian_2.6	6791606	0.481	67.31
Persian_2.6	6791606	0.481	67.31
Persian_2.6	6791606	0.4905	67.31
Persian_2.6	6791606	0.488	67.31
Persian_2.6	6791606	0.3855	67.31
Persian_2.6	6791606	0.3855	67.31
Persian_2.6	6791606	0.3855	67.31
Persian_2.6	6791606	0.3855	67.31
Persian_2.6	6857776	0.4695	68.8495
Persian_2.6	6857776	0.47	68.8495
Persian_2.6	6857776	0.48	68.8495
Persian_2.6	6857776	0.476	68.8495
Persian_2.6	6857776	0.377	68.8495
Persian_2.6	6857776	0.377	68.8495
Persian_2.6	6857776	0.377	68.8495
Persian_2.6	7017841	0.465	85.1025
Persian_2.6	7017841	0.465	85.1025
Persian_2.6	7017841	0.465	85.1025
Persian_2.6	7017841	0.5625	85.1025
Persian_2.6	7017841	0.5625	85.1025
Persian_2.6	7017841	0.465	85.1025
Persian_2.6	7017841	0.572	85.1025
Persian_2.6	7017841	0.587	85.1025
Persian_2.6	8003047	0.5035	66.2665
Persian_2.6	8003047	0.5035	66.2665
Persian_2.6	8003047	0.5035	66.2665
Persian_2.6	8003047	0.586	66.2665
Persian_2.6	8003047	0.586	66.2665
Persian_2.6	8003047	0.5945	66.2665
Persian_2.6	8003047	0.6035	66.2665
Persian_2.6	8822846	0.4915	61.4655
Persian_2.6	8822846	0.4915	61.4655
Persian_2.6	8822846	0.4915	61.4655
Persian_2.6	8822846	0.3855	61.4655
Persian_2.6	8822846	0.517	61.4655
Persian_2.6	8822846	0.5015	61.4655
Persian_2.6	8822846	0.3855	61.4655
Serbian_2.6	1458716	0.4485	42.66
Serbian_2.6	1458716	0.5645	42.66
Serbian_2.6	1458716	0.5645	42.66
Serbian_2.6	1458716	0.5645	42.66
Serbian_2.6	1458716	0.5645	42.66
Serbian_2.6	1458716	0.574	42.66
Serbian_2.6	1458716	0.419	42.66
Serbian_2.6	1971594	0.504	43.5595
Serbian_2.6	1971594	0.504	43.5595
Serbian_2.6	1971594	0.504	43.5595
Serbian_2.6	1971594	0.4065	43.5595
Serbian_2.6	1971594	0.504	43.5595
Serbian_2.6	1971594	0.515	43.5595
Serbian_2.6	1971594	0.385	43.5595
Serbian_2.6	2874736	0.395	42.5745
Serbian_2.6	2874736	0.395	42.5745
Serbian_2.6	2874736	0.527	42.5745
Serbian_2.6	2874736	0.527	42.5745
Serbian_2.6	2874736	0.527	42.5745
Serbian_2.6	2874736	0.556	42.5745
Serbian_2.6	2874736	0.542	42.5745
Serbian_2.6	2874736	0.395	42.5745
Serbian_2.6	3548208	0.535	57.4355
Serbian_2.6	3548208	0.535	57.4355
Serbian_2.6	3548208	0.535	57.4355
Serbian_2.6	3548208	0.535	57.4355
Serbian_2.6	3548208	0.535	57.4355
Serbian_2.6	3548208	0.4715	57.4355
Serbian_2.6	3548208	0.4715	57.4355
Serbian_2.6	3548208	0.4715	57.4355
Serbian_2.6	3548208	0.5375	57.4355
Serbian_2.6	3548208	0.535	57.4355
Serbian_2.6	3548208	0.4645	57.4355
Serbian_2.6	3548208	0.4685	57.4355
Serbian_2.6	3548208	0.543	57.4355
Serbian_2.6	3548208	0.465	57.4355
Serbian_2.6	3844799	0.434	42.523
Serbian_2.6	3844799	0.434	42.523
Serbian_2.6	3844799	0.434	42.523
Serbian_2.6	3844799	0.5535	42.523
Serbian_2.6	3844799	0.5535	42.523
Serbian_2.6	3844799	0.5535	42.523
Serbian_2.6	3844799	0.56	42.523
Serbian_2.6	3844799	0.4035	42.523
Serbian_2.6	3964863	0.4795	49.8865
Serbian_2.6	3964863	0.4795	49.8865
Serbian_2.6	3964863	0.4795	49.8865
Serbian_2.6	3964863	0.3875	49.8865
Serbian_2.6	3964863	0.3875	49.8865
Serbian_2.6	3964863	0.499	49.8865
Serbian_2.6	3964863	0.491	49.8865
Serbian_2.6	3964863	0.3875	49.8865
Serbian_2.6	4233398	0.494	42.6905
Serbian_2.6	4233398	0.494	42.6905
Serbian_2.6	4233398	0.3715	42.6905
Serbian_2.6	4233398	0.3715	42.6905
Serbian_2.6	4233398	0.5215	42.6905
Serbian_2.6	4233398	0.5125	42.6905
Serbian_2.6	4233398	0.3715	42.6905
Serbian_2.6	5615542	0.4815	43.2605
Serbian_2.6	5615542	0.4815	43.2605
Serbian_2.6	5615542	0.4815	43.2605
Serbian_2.6	5615542	0.4915	43.2605
Serbian_2.6	5615542	0.4815	43.2605
Serbian_2.6	5615542	0.3945	43.2605
Serbian_2.6	5615542	0.376	43.2605
Serbian_2.6	5756990	0.4825	43.858
Serbian_2.6	5756990	0.4825	43.858
Serbian_2.6	5756990	0.4935	43.858
Serbian_2.6	5756990	0.4825	43.858
Serbian_2.6	5756990	0.3955	43.858
Serbian_2.6	5756990	0.3955	43.858
Serbian_2.6	5756990	0.3755	43.858
Serbian_2.6	6374704	0.445	49.162
Serbian_2.6	6374704	0.445	49.162
Serbian_2.6	6374704	0.5605	49.162
Serbian_2.6	6374704	0.5605	49.162
Serbian_2.6	6374704	0.566	49.162
Serbian_2.6	6374704	0.5605	49.162
Serbian_2.6	6374704	0.4175	49.162
Serbian_2.6	6536664	0.4835	57.02
Serbian_2.6	6536664	0.4835	57.02
Serbian_2.6	6536664	0.4835	57.02
Serbian_2.6	6536664	0.4835	57.02
Serbian_2.6	6536664	0.4835	57.02
Serbian_2.6	6536664	0.4805	57.02
Serbian_2.6	6536664	0.4795	57.02
Serbian_2.6	6536664	0.5425	57.02
Serbian_2.6	6536664	0.5425	57.02
Serbian_2.6	6536664	0.5425	57.02
Serbian_2.6	6536664	0.5425	57.02
Serbian_2.6	6536664	0.5425	57.02
Serbian_2.6	6536664	0.545	57.02
Serbian_2.6	6536664	0.5425	57.02
Serbian_2.6	6536664	0.477	57.02
Serbian_2.6	6536664	0.5545	57.02
Serbian_2.6	9609200	0.504	42.593
Serbian_2.6	9609200	0.504	42.593
Serbian_2.6	9609200	0.504	42.593
Serbian_2.6	9609200	0.3795	42.593
Serbian_2.6	9609200	0.3795	42.593
Serbian_2.6	9609200	0.518	42.593
Serbian_2.6	9609200	0.535	42.593
Serbian_2.6	9609200	0.3795	42.593
Turkish_2.6	9887085	0.377	18.7675
Turkish_2.6	9887085	0.377	18.7675
Turkish_2.6	9887085	0.5435	18.7675
Turkish_2.6	9887085	0.5435	18.7675
Turkish_2.6	9887085	0.544	18.7675
Turkish_2.6	9887085	0.5765	18.7675
Turkish_2.6	9887085	0.571	18.7675
Turkish_2.6	9887085	0.377	18.7675
Ukrainian_2.6	1499267	0.429	42.175
Ukrainian_2.6	1499267	0.5485	42.175
Ukrainian_2.6	1499267	0.5485	42.175
Ukrainian_2.6	1499267	0.5615	42.175
Ukrainian_2.6	1499267	0.5485	42.175
Ukrainian_2.6	1499267	0.3925	42.175
Ukrainian_2.6	1784234	0.484	43.93
Ukrainian_2.6	1784234	0.484	43.93
Ukrainian_2.6	1784234	0.594	43.93
Ukrainian_2.6	1784234	0.594	43.93
Ukrainian_2.6	1784234	0.6055	43.93
Ukrainian_2.6	1784234	0.594	43.93
Ukrainian_2.6	1784234	0.4495	43.93
Ukrainian_2.6	1932025	0.3955	43.438
Ukrainian_2.6	1932025	0.3955	43.438
Ukrainian_2.6	1932025	0.512	43.438
Ukrainian_2.6	1932025	0.5335	43.438
Ukrainian_2.6	1932025	0.546	43.438
Ukrainian_2.6	1932025	0.3955	43.438
Ukrainian_2.6	2413543	0.533	43.394
Ukrainian_2.6	2413543	0.533	43.394
Ukrainian_2.6	2413543	0.417	43.394
Ukrainian_2.6	2413543	0.417	43.394
Ukrainian_2.6	2413543	0.541	43.394
Ukrainian_2.6	2413543	0.533	43.394
Ukrainian_2.6	2413543	0.377	43.394
Ukrainian_2.6	2981873	0.4045	43.1615
Ukrainian_2.6	2981873	0.534	43.1615
Ukrainian_2.6	2981873	0.534	43.1615
Ukrainian_2.6	2981873	0.5675	43.1615
Ukrainian_2.6	2981873	0.5875	43.1615
Ukrainian_2.6	2981873	0.4045	43.1615
Ukrainian_2.6	3035786	0.483	39.8905
Ukrainian_2.6	3035786	0.483	39.8905
Ukrainian_2.6	3035786	0.599	39.8905
Ukrainian_2.6	3035786	0.599	39.8905
Ukrainian_2.6	3035786	0.483	39.8905
Ukrainian_2.6	3035786	0.623	39.8905
Ukrainian_2.6	3035786	0.64	39.8905
Ukrainian_2.6	5052492	0.406	43.2785
Ukrainian_2.6	5052492	0.5305	43.2785
Ukrainian_2.6	5052492	0.5305	43.2785
Ukrainian_2.6	5052492	0.5545	43.2785
Ukrainian_2.6	5052492	0.5795	43.2785
Ukrainian_2.6	5052492	0.406	43.2785
Ukrainian_2.6	5192252	0.48	39.696
Ukrainian_2.6	5192252	0.48	39.696
Ukrainian_2.6	5192252	0.593	39.696
Ukrainian_2.6	5192252	0.48	39.696
Ukrainian_2.6	5192252	0.616	39.696
Ukrainian_2.6	5192252	0.6395	39.696
Ukrainian_2.6	6246340	0.3965	43.392
Ukrainian_2.6	6246340	0.3965	43.392
Ukrainian_2.6	6246340	0.3965	43.392
Ukrainian_2.6	6246340	0.507	43.392
Ukrainian_2.6	6246340	0.507	43.392
Ukrainian_2.6	6246340	0.5315	43.392
Ukrainian_2.6	6246340	0.5525	43.392
Ukrainian_2.6	6246340	0.3965	43.392
Ukrainian_2.6	8595755	0.43	37.545
Ukrainian_2.6	8595755	0.4575	37.545
Ukrainian_2.6	8595755	0.4825	37.545
Ukrainian_2.6	8595755	0.2985	37.545
Ukrainian_2.6	8595755	0.2985	37.545
Vietnamese_2.6	1596904	0.4365	23.956
Vietnamese_2.6	1596904	0.437	23.956
Vietnamese_2.6	1596904	0.3205	23.956
Vietnamese_2.6	1596904	0.466	23.956
Vietnamese_2.6	1596904	0.4915	23.956
Vietnamese_2.6	1596904	0.3205	23.956
Vietnamese_2.6	3211264	0.4735	23.484
Vietnamese_2.6	3211264	0.4735	23.484
Vietnamese_2.6	3211264	0.3435	23.484
Vietnamese_2.6	3211264	0.3435	23.484
Vietnamese_2.6	3211264	0.3435	23.484
Vietnamese_2.6	3211264	0.497	23.484
Vietnamese_2.6	3211264	0.4735	23.484
Vietnamese_2.6	3211264	0.2945	23.484
Vietnamese_2.6	5178998	0.5015	23.831
Vietnamese_2.6	5178998	0.5015	23.831
Vietnamese_2.6	5178998	0.5015	23.831
Vietnamese_2.6	5178998	0.385	23.831
Vietnamese_2.6	5178998	0.385	23.831
Vietnamese_2.6	5178998	0.5165	23.831
Vietnamese_2.6	5178998	0.5015	23.831
Vietnamese_2.6	5178998	0.332	23.831
Vietnamese_2.6	5263566	0.5045	23.8115
Vietnamese_2.6	5263566	0.5045	23.8115
Vietnamese_2.6	5263566	0.387	23.8115
Vietnamese_2.6	5263566	0.5155	23.8115
Vietnamese_2.6	5263566	0.5045	23.8115
Vietnamese_2.6	5263566	0.3405	23.8115
Vietnamese_2.6	63101	0.4595	23.8975
Vietnamese_2.6	63101	0.4595	23.8975
Vietnamese_2.6	63101	0.46	23.8975
Vietnamese_2.6	63101	0.3195	23.8975
Vietnamese_2.6	63101	0.3195	23.8975
Vietnamese_2.6	63101	0.4915	23.8975
Vietnamese_2.6	63101	0.518	23.8975
Vietnamese_2.6	63101	0.3195	23.8975
Vietnamese_2.6	7504560	0.5105	23.949
Vietnamese_2.6	7504560	0.5105	23.949
Vietnamese_2.6	7504560	0.5105	23.949
Vietnamese_2.6	7504560	0.39	23.949
Vietnamese_2.6	7504560	0.39	23.949
Vietnamese_2.6	7504560	0.39	23.949
Vietnamese_2.6	7504560	0.524	23.949
Vietnamese_2.6	7504560	0.5105	23.949
Vietnamese_2.6	7504560	0.3325	23.949
Vietnamese_2.6	8429362	0.468	23.4045
Vietnamese_2.6	8429362	0.468	23.4045
Vietnamese_2.6	8429362	0.3455	23.4045
Vietnamese_2.6	8429362	0.49	23.4045
Vietnamese_2.6	8429362	0.468	23.4045
Vietnamese_2.6	8429362	0.299	23.4045
Vietnamese_2.6	854607	0.4905	23.7745
Vietnamese_2.6	854607	0.4905	23.7745
Vietnamese_2.6	854607	0.4905	23.7745
Vietnamese_2.6	854607	0.374	23.7745
Vietnamese_2.6	854607	0.374	23.7745
Vietnamese_2.6	854607	0.501	23.7745
Vietnamese_2.6	854607	0.4905	23.7745
Vietnamese_2.6	854607	0.321	23.7745
Vietnamese_2.6	9044945	0.426	23.828
Vietnamese_2.6	9044945	0.426	23.828
Vietnamese_2.6	9044945	0.3215	23.828
Vietnamese_2.6	9044945	0.4535	23.828
Vietnamese_2.6	9044945	0.477	23.828
Vietnamese_2.6	9044945	0.3215	23.828
Vietnamese_2.6	983870	0.4375	23.5555
Vietnamese_2.6	983870	0.438	23.5555
Vietnamese_2.6	983870	0.3235	23.5555
Vietnamese_2.6	983870	0.47	23.5555
Vietnamese_2.6	983870	0.4895	23.5555
Vietnamese_2.6	983870	0.3235	23.5555
Amharic_2.6	1942169	0.35079	13.629124820659971
Amharic_2.6	1942169	0.35079	13.629124820659971
Amharic_2.6	1942169	0.56887	13.629124820659971
Amharic_2.6	1942169	0.56958	13.629124820659971
Amharic_2.6	1942169	0.61765	13.629124820659971
Amharic_2.6	1942169	0.35079	13.629124820659971
Amharic_2.6	1942169	0.70086	13.629124820659971
Amharic_2.6	2559763	0.44476	13.530846484935438
Amharic_2.6	2559763	0.44476	13.530846484935438
Amharic_2.6	2559763	0.6528	13.530846484935438
Amharic_2.6	2559763	0.6528	13.530846484935438
Amharic_2.6	2559763	0.66141	13.530846484935438
Amharic_2.6	2559763	0.6528	13.530846484935438
Amharic_2.6	2559763	0.32353	13.530846484935438
Amharic_2.6	4435161	0.50574	13.466284074605452
Amharic_2.6	4435161	0.50574	13.466284074605452
Amharic_2.6	4435161	0.22812	13.466284074605452
Amharic_2.6	4435161	0.22812	13.466284074605452
Amharic_2.6	4435161	0.56815	13.466284074605452
Amharic_2.6	4435161	0.65495	13.466284074605452
Amharic_2.6	4435161	0.22812	13.466284074605452
Amharic_2.6	5429142	0.40531	13.505738880918221
Amharic_2.6	5429142	0.66858	13.505738880918221
Amharic_2.6	5429142	0.66858	13.505738880918221
Amharic_2.6	5429142	0.6858	13.505738880918221
Amharic_2.6	5429142	0.66858	13.505738880918221
Amharic_2.6	5429142	0.25681	13.505738880918221
Amharic_2.6	5852054	0.36514	13.594691535150645
Amharic_2.6	5852054	0.57389	13.594691535150645
Amharic_2.6	5852054	0.57532	13.594691535150645
Amharic_2.6	5852054	0.62482	13.594691535150645
Amharic_2.6	5852054	0.36514	13.594691535150645
Amharic_2.6	5852054	0.69154	13.594691535150645
Amharic_2.6	6315264	0.44261	13.54519368723099
Amharic_2.6	6315264	0.44261	13.54519368723099
Amharic_2.6	6315264	0.44261	13.54519368723099
Amharic_2.6	6315264	0.6363	13.54519368723099
Amharic_2.6	6315264	0.6363	13.54519368723099
Amharic_2.6	6315264	0.6363	13.54519368723099
Amharic_2.6	6315264	0.64275	13.54519368723099
Amharic_2.6	6315264	0.6363	13.54519368723099
Amharic_2.6	6315264	0.32712	13.54519368723099
Amharic_2.6	7403486	0.30488	15.278335724533717
Amharic_2.6	7403486	0.51722	15.278335724533717
Amharic_2.6	7403486	0.51722	15.278335724533717
Amharic_2.6	7403486	0.51722	15.278335724533717
Amharic_2.6	7403486	0.57747	15.278335724533717
Amharic_2.6	7403486	0.64491	15.278335724533717
Amharic_2.6	7403486	0.30416	15.278335724533717
Amharic_2.6	7546200	0.43687	13.539454806312769
Amharic_2.6	7546200	0.63056	13.539454806312769
Amharic_2.6	7546200	0.63056	13.539454806312769
Amharic_2.6	7546200	0.63917	13.539454806312769
Amharic_2.6	7546200	0.63056	13.539454806312769
Amharic_2.6	7546200	0.31564	13.539454806312769
Amharic_2.6	7811412	0.32568	13.534433285509326
Amharic_2.6	7811412	0.55595	13.534433285509326
Amharic_2.6	7811412	0.55595	13.534433285509326
Amharic_2.6	7811412	0.60976	13.534433285509326
Amharic_2.6	7811412	0.32568	13.534433285509326
Amharic_2.6	7811412	0.69369	13.534433285509326
Amharic_2.6	7986548	0.41248	13.529411764705882
Amharic_2.6	7986548	0.41248	13.529411764705882
Amharic_2.6	7986548	0.68436	13.529411764705882
Amharic_2.6	7986548	0.68436	13.529411764705882
Amharic_2.6	7986548	0.70086	13.529411764705882
Amharic_2.6	7986548	0.68436	13.529411764705882
Amharic_2.6	7986548	0.25466	13.529411764705882
Armenian_2.6	1315607	0.4485	60.877
Armenian_2.6	1315607	0.571	60.877
Armenian_2.6	1315607	0.571	60.877
Armenian_2.6	1315607	0.5885	60.877
Armenian_2.6	1315607	0.4485	60.877
Armenian_2.6	1315607	0.598	60.877
Armenian_2.6	1514744	0.439	63.7195
Armenian_2.6	1514744	0.439	63.7195
Armenian_2.6	1514744	0.5495	63.7195
Armenian_2.6	1514744	0.5495	63.7195
Armenian_2.6	1514744	0.5655	63.7195
Armenian_2.6	1514744	0.5715	63.7195
Armenian_2.6	1514744	0.4385	63.7195
Armenian_2.6	1681365	0.506	56.27
Armenian_2.6	1681365	0.3705	56.27
Armenian_2.6	1681365	0.3705	56.27
Armenian_2.6	1681365	0.5325	56.27
Armenian_2.6	1681365	0.525	56.27
Armenian_2.6	1681365	0.3705	56.27
Armenian_2.6	1797595	0.5045	56.453
Armenian_2.6	1797595	0.3665	56.453
Armenian_2.6	1797595	0.3665	56.453
Armenian_2.6	1797595	0.531	56.453
Armenian_2.6	1797595	0.5205	56.453
Armenian_2.6	1797595	0.3665	56.453
Armenian_2.6	3857688	0.552	62.533
Armenian_2.6	3857688	0.4335	62.533
Armenian_2.6	3857688	0.4335	62.533
Armenian_2.6	3857688	0.4335	62.533
Armenian_2.6	3857688	0.563	62.533
Armenian_2.6	3857688	0.552	62.533
Armenian_2.6	3857688	0.4115	62.533
Armenian_2.6	420228	0.444	62.7775
Armenian_2.6	420228	0.558	62.7775
Armenian_2.6	420228	0.558	62.7775
Armenian_2.6	420228	0.558	62.7775
Armenian_2.6	420228	0.5725	62.7775
Armenian_2.6	420228	0.42	62.7775
Armenian_2.6	5121522	0.455	65.29
Armenian_2.6	5121522	0.575	65.29
Armenian_2.6	5121522	0.585	65.29
Armenian_2.6	5121522	0.575	65.29
Armenian_2.6	5121522	0.43	65.29
Armenian_2.6	7026728	0.548	63.067
Armenian_2.6	7026728	0.441	63.067
Armenian_2.6	7026728	0.548	63.067
Armenian_2.6	7026728	0.5575	63.067
Armenian_2.6	7026728	0.4185	63.067
Armenian_2.6	9305034	0.4665	62.481
Armenian_2.6	9305034	0.4665	62.481
Armenian_2.6	9305034	0.579	62.481
Armenian_2.6	9305034	0.589	62.481
Armenian_2.6	9305034	0.579	62.481
Armenian_2.6	9305034	0.4395	62.481
Armenian_2.6	9453198	0.445	55.981
Armenian_2.6	9453198	0.445	55.981
Armenian_2.6	9453198	0.576	55.981
Armenian_2.6	9453198	0.576	55.981
Armenian_2.6	9453198	0.5855	55.981
Armenian_2.6	9453198	0.576	55.981
Armenian_2.6	9453198	0.4105	55.981
Breton_2.6	3829877	0.46069	18.89031078610603
Breton_2.6	3829877	0.46069	18.89031078610603
Breton_2.6	3829877	0.61426	18.89031078610603
Breton_2.6	3829877	0.63254	18.89031078610603
Breton_2.6	3829877	0.6819	18.89031078610603
Breton_2.6	9085995	0.48446	18.83363802559415
Breton_2.6	9085995	0.48446	18.83363802559415
Breton_2.6	9085995	0.65448	18.83363802559415
Breton_2.6	9085995	0.65448	18.83363802559415
Breton_2.6	9085995	0.67642	18.83363802559415
Breton_2.6	9085995	0.71664	18.83363802559415
Buryat_2.6	1000965	0.56685	17.17409470752089
Buryat_2.6	1000965	0.3078	17.17409470752089
Buryat_2.6	1000965	0.59889	17.17409470752089
Buryat_2.6	1000965	0.5961	17.17409470752089
Buryat_2.6	1000965	0.3078	17.17409470752089
Buryat_2.6	1245226	0.35794	18.181058495821727
Buryat_2.6	1245226	0.34819	18.181058495821727
Buryat_2.6	1245226	0.34819	18.181058495821727
Buryat_2.6	1245226	0.64206	18.181058495821727
Buryat_2.6	1245226	0.64206	18.181058495821727
Buryat_2.6	1245226	0.6546	18.181058495821727
Buryat_2.6	1245226	0.35097	18.181058495821727
Buryat_2.6	1245226	0.6922	18.181058495821727
Buryat_2.6	5034112	0.60724	17.37883008356546
Buryat_2.6	5034112	0.33844	17.37883008356546
Buryat_2.6	5034112	0.60724	17.37883008356546
Buryat_2.6	5034112	0.61978	17.37883008356546
Buryat_2.6	5034112	0.29944	17.37883008356546
Buryat_2.6	5215834	0.52368	17.477715877437326
