Language	Model	Congruence_All	Congruence_VN	Congruence_VP	Congruence_V	Congruence_VProp
Cantonese_2.6	1281285	0.0845552419254	0.0	0.0	0.0339741651186	1.0
Estonian_2.6	189653	0.842001419296	1.0	1.0	0.998280926884	1.0
Hungarian_2.6	4124256	0.881139866474	1.0	1.0	0.997059078314	1.0
Cantonese_2.6	5304405	0.804333016171	1.0	1.0	0.92809956437	1.0
Upper_Sorbian_2.6	9902061	0.220516366989	0.0	0.0	0.014367816092	0.0
Breton_2.6	3097440	0.695441072689	1.0	0.0	0.666107916148	1.0
Urdu_2.6	4720759	0.183979849041	0.0	0.0	0.0807710078389	1.0
North_Sami_2.6	1569105	0.13323412571	0.0	0.0	0.0101966960786	0.0
Kurmanji_2.6	5823370	0.757877664504	1.0	1.0	0.984442349851	0.0
Latin_2.6	5125500	0.55050154126	1.0	0.0	0.503323812988	1.0
Tamil_2.6	36563	0.545037314476	1.0	1.0	0.54945320949	1.0
Irish_2.6	6378973	0.550922831131	1.0	0.0	0.741316254995	0.0
Ancient_Greek_2.6	9838245	0.870022428424	1.0	1.0	0.909371592941	0.0
Polish_2.6	8248284	0.780642958906	1.0	0.0	0.77553328072	1.0
Hungarian_2.6	6008281	0.85432512384	1.0	1.0	0.994537535748	1.0
Persian_2.7	7856406	0.897965452104	1.0	1.0	0.997103563165	1.0
Old_French_2.6	9979879	0.502858637886	1.0	1.0	0.503515235325	0.0
Dutch_2.6	6912040	0.15091441737	0.0	0.0	0.0651760760201	1.0
Amharic_2.6	1467304	0.204399558267	1.0	0.0	0.206538661131	1.0
Serbian_2.6	4019552	0.0625924851349	0.0	0.0	0.0089139210588	0.0
French_2.6	4239797	0.391137031928	0.0	1.0	0.439733418161	0.0
Turkish_2.7	889054	0.535383234631	1.0	1.0	0.612941203025	1.0
Danish_2.6	3232917	0.310742259973	0.0	1.0	0.244242244728	1.0
Breton_2.6	9957451	0.387521559523	0.0	0.0	0.352306746763	1.0
Thai_2.6	2324642	0.282750391004	0.0	0.0	0.223757706134	0.0
Old_Church_Slavonic_2.6	7898050	0.744249042389	1.0	0.0	0.777628258471	0.0
Spanish_2.6	7226925	0.145143814139	0.0	0.0	0.0608163196876	1.0
Polish_2.6	7904152	0.892817465666	1.0	1.0	0.995514278813	1.0
Scottish_Gaelic_2.6	9263219	0.184828376151	0.0	0.0	0.052928812268	1.0
Coptic_2.6	9146954	0.209507258272	1.0	0.0	0.180709205515	0.0
Persian_2.7	6636653	0.137182274082	0.0	0.0	0.0305644364245	1.0
Kazakh_2.6	2407932	0.219366378634	0.0	0.0	0.0215264187867	0.0
Danish_2.6	947071	0.0511273592208	0.0	0.0	0.00946326423908	0.0
Latin_2.6	2214530	0.180469716217	0.0	0.0	0.0143065214821	0.0
Portuguese_2.6	153619	0.152196463971	0.0	1.0	0.123565057888	0.0
Hebrew_2.6	1762362	0.103253834599	0.0	0.0	0.00460737804454	0.0
Norwegian_2.6	2726220	0.215349910369	0.0	0.0	0.172676294092	0.0
Bambara_2.6	6043019	0.0072370233322	0.0	0.0	0.0039963322786	0.0
Faroese_2.7	3941070	0.424889319254	0.0	1.0	0.399296020002	0.0
Classical_Chinese_2.6	1080097	0.144727691518	0.0	0.0	0.0695466053815	0.0
Old_Church_Slavonic_2.6	3043969	0.507500637798	0.0	1.0	0.512714031527	1.0
Ukrainian_2.6	9214505	0.76239779153	1.0	0.0	0.797734126422	1.0
Belarusian_2.6	3574017	0.590395480226	1.0	1.0	0.556095679795	1.0
Yoruba_2.6	4077167	0.386352060457	0.0	1.0	0.370335964575	1.0
Erzya_2.6	4397543	0.674191851762	1.0	0.0	0.725489244686	0.0
Italian_2.6	4555544	0.169248610057	0.0	0.0	0.0463421054777	0.0
Czech_2.6	4510530	0.610608259682	1.0	1.0	0.643936225145	0.0
Serbian_2.6	1266256	0.689756286117	1.0	0.0	0.735989672397	1.0
Spanish_2.6	9781074	0.138982959452	0.0	0.0	0.0684518353604	1.0
Cantonese_2.6	7117813	0.865280916832	1.0	1.0	0.948677598289	0.0
Croatian_2.6	7700222	0.237446039093	0.0	0.0	0.0739594481935	0.0
Norwegian_2.6	3739565	0.438698261583	1.0	1.0	0.398014229322	0.0
Ancient_Greek_2.6	2859182	0.120783936068	0.0	0.0	0.0420781610203	0.0
Icelandic_2.6	4214762	0.629975728155	1.0	0.0	0.716655653544	1.0
Croatian_2.6	4590313	0.636028654392	1.0	1.0	0.792549029001	1.0
Basque_2.6	7516324	0.660895812838	1.0	1.0	0.673525088945	1.0
Breton_2.6	8875828	0.967655869687	1.0	1.0	0.994878386395	1.0
Korean_2.6	9160573	0.332173884733	0.0	0.0	0.00091961296264	0.0
Latvian_2.6	2422438	0.936001850711	1.0	1.0	0.984792535583	1.0
Spanish_2.6	8883602	0.675218554602	1.0	1.0	0.741868810371	1.0
Faroese_2.7	1226246	0.50932199322	1.0	0.0	0.521233569262	1.0
Bulgarian_2.6	3583393	0.315556048683	0.0	1.0	0.211042787319	1.0
Italian_2.6	5969981	0.623265313423	1.0	0.0	0.648304982964	1.0
Danish_2.6	6062493	0.627960586043	1.0	0.0	0.659163208055	1.0
Uyghur_2.6	1394239	0.204008932333	0.0	1.0	0.157424674018	1.0
Naija_2.6	7428441	0.0963582594431	0.0	0.0	0.0536365818792	1.0
North_Sami_2.6	5319492	0.970495950057	1.0	1.0	0.978997289973	0.0
Arabic_2.6	6412081	0.504919406661	0.0	0.0	0.0575439174436	0.0
Kurmanji_2.6	7802899	0.403515159539	1.0	0.0	0.476583013734	0.0
Wolof_2.6	8384309	0.74126008029	0.0	1.0	0.748962030667	0.0
Finnish_2.6	4657922	0.146300703913	0.0	0.0	0.0395790058933	1.0
French_2.6	9006819	0.792453732685	1.0	1.0	0.874786963044	0.0
Hebrew_2.6	2070721	0.141240415899	0.0	0.0	0.0692590872458	1.0
Yoruba_2.6	9022952	0.0651514728354	0.0	0.0	0.0116763848397	0.0
Czech_2.6	7697682	0.169787545469	0.0	0.0	0.0659457629911	1.0
Cantonese_2.6	1213646	0.592139077853	0.0	0.0	0.634264313113	0.0
Portuguese_2.6	7061891	0.215024553329	0.0	0.0	0.0765967609982	1.0
Wolof_2.6	8317735	0.510760423785	1.0	0.0	0.51737923521	1.0
Lithuanian_2.6	1234033	0.262658795972	0.0	1.0	0.116340612851	0.0
Thai_2.6	971513	0.185088367277	0.0	0.0	0.0546558704453	0.0
Breton_2.6	4053279	0.251598465473	0.0	0.0	0.220432061644	0.0
Swedish_2.6	929069	0.523998883027	0.0	1.0	0.558281426209	1.0
Portuguese_2.6	8536121	0.0241363731019	0.0	0.0	0.00262298360637	0.0
Erzya_2.6	1870581	0.155544088208	0.0	0.0	0.0763384109728	1.0
Maltese_2.6	1474021	0.358038634117	0.0	0.0	0.301805439284	1.0
Akkadian_2.7	9596246	0.887549317796	1.0	0.0	0.890133333333	1.0
Estonian_2.6	5651729	0.880121452965	1.0	1.0	0.994602233495	1.0
Russian_2.6	8303012	0.225416464564	0.0	1.0	0.166294858597	0.0
Upper_Sorbian_2.6	7299767	0.767634854772	1.0	0.0	0.85593220339	0.0
Welsh_2.6	1183552	0.162749347337	0.0	1.0	0.262550737022	1.0
Norwegian_2.6	9186372	0.725150344959	1.0	0.0	0.749174771439	1.0
Ancient_Greek_2.6	2793542	0.752848292492	1.0	1.0	0.761201703227	0.0
Catalan_2.6	9671578	0.0886189842712	0.0	0.0	0.0432554972494	1.0
Polish_2.6	8701247	0.311951073528	0.0	1.0	0.220142840521	1.0
English_2.6	1891567	0.0946835134075	0.0	0.0	0.0742489653102	1.0
Lithuanian_2.6	8179859	0.124615877081	0.0	0.0	0.0200445434298	1.0
Swedish_2.6	9480937	0.89517020043	1.0	1.0	0.965485147826	0.0
Maltese_2.6	5222965	0.148306730874	0.0	0.0	0.00947924981177	0.0
Kurmanji_2.6	6138331	0.760658016682	1.0	0.0	0.814589665653	1.0
Norwegian_2.6	8952869	0.171758922326	0.0	0.0	0.0306785786714	0.0
Mbya_Guarani_2.6	3708406	0.644037682071	1.0	1.0	0.647943363096	1.0
Finnish_2.6	3397073	0.0945239811891	0.0	0.0	0.0021891809376	0.0
Greek_2.6	431871	0.173310454809	0.0	0.0	0.0529413739526	0.0
Slovak_2.6	6040721	0.546965734757	1.0	0.0	0.562491923639	1.0
Polish_2.6	3428483	0.20715244791	0.0	0.0	0.0384532871897	0.0
Hebrew_2.6	9092382	0.387280225262	0.0	1.0	0.314101261807	1.0
French_2.6	8958257	0.159610746886	0.0	0.0	0.0156888365028	0.0
Naija_2.6	3643228	0.559765492288	0.0	0.0	0.56918628794	1.0
Indonesian_2.6	8840299	0.0987672944546	0.0	0.0	0.0031300173679	0.0
Classical_Chinese_2.6	1680655	0.929105140505	1.0	1.0	0.945539460598	1.0
Indonesian_2.6	7737983	0.110771532808	0.0	0.0	0.00852902652779	0.0
Classical_Chinese_2.6	6010494	0.321594957848	0.0	1.0	0.301618787874	1.0
Uyghur_2.6	4045367	0.455247743422	0.0	0.0	0.375484850765	0.0
Bambara_2.6	9851455	0.988954681639	1.0	1.0	0.989473601074	1.0
Hindi_2.6	5364810	0.713999408078	1.0	0.0	0.741173514598	0.0
Kurmanji_2.6	9415889	0.502730866371	0.0	0.0	0.423924650805	0.0
Bambara_2.6	3260127	0.514720118444	1.0	0.0	0.514819490723	0.0
Ukrainian_2.6	1324449	0.889526863022	1.0	1.0	0.97565338311	0.0
Estonian_2.6	7501269	0.7237662668	1.0	0.0	0.833430982725	1.0
Slovenian_2.6	5230621	0.665956344682	1.0	1.0	0.800234241483	1.0
Czech_2.6	9181198	0.810463871992	1.0	1.0	0.820347680848	1.0
Ukrainian_2.6	2052681	0.908713809227	1.0	1.0	0.993613993402	1.0
Spanish_2.6	7056368	0.0772113592146	0.0	0.0	0.0627269995335	1.0
Ancient_Greek_2.6	6100574	0.563257948164	1.0	0.0	0.586716052993	1.0
Uyghur_2.6	4727843	0.204446017537	0.0	0.0	0.0138680777281	1.0
Akkadian_2.7	7994563	0.667047535696	1.0	0.0	0.677799607073	1.0
Ukrainian_2.6	7048420	0.445311339621	0.0	1.0	0.389190730713	0.0
Polish_2.6	4530282	0.90036087373	1.0	1.0	0.943501052777	0.0
Old_Church_Slavonic_2.6	2170358	0.552396150115	1.0	0.0	0.571291701691	1.0
Armenian_2.6	9538820	0.661830624465	1.0	0.0	0.585638588023	0.0
Uyghur_2.6	9223957	0.183650849818	0.0	0.0	0.120414506613	0.0
Basque_2.6	8398371	0.155659936485	0.0	0.0	0.0450404593851	0.0
Kazakh_2.6	4896422	0.887009877282	1.0	1.0	0.972602739726	0.0
Slovak_2.6	8773050	0.141733638427	0.0	0.0	0.00456423649457	0.0
Thai_2.6	2642670	0.251617389572	0.0	0.0	0.221719457014	0.0
Armenian_2.6	2244041	0.695533687596	1.0	1.0	0.867413331687	0.0
Serbian_2.6	5562612	0.874778006228	1.0	0.0	0.914888047277	1.0
Breton_2.6	9537320	0.833531079032	1.0	1.0	0.820954810254	0.0
Croatian_2.6	6563849	0.704298370555	1.0	0.0	0.750277465003	0.0
Old_Church_Slavonic_2.6	354953	0.759634548465	1.0	0.0	0.810790846687	1.0
Amharic_2.6	3862758	0.372719378459	1.0	0.0	0.304439990256	1.0
Slovak_2.6	5144332	0.723430839282	1.0	1.0	0.718646472315	0.0
Icelandic_2.7	8713322	0.134718552505	0.0	0.0	0.00861092775193	0.0
Polish_2.6	9052718	0.791785589915	1.0	0.0	0.776175185556	0.0
Lithuanian_2.6	934623	0.617706324866	1.0	1.0	0.703975503284	0.0
Latin_2.6	4091308	0.575850282301	1.0	0.0	0.570338517193	1.0
Welsh_2.6	2000237	0.430081881602	1.0	1.0	0.989045252385	1.0
Korean_2.6	7840365	0.940731365162	1.0	1.0	0.97099259736	0.0
Faroese_2.6	1602392	0.875164581962	1.0	1.0	0.881933098289	0.0
Japanese_2.6	7110914	0.836167633377	1.0	0.0	0.831854258855	0.0
English_2.6	4474789	0.153901681522	0.0	0.0	0.0789557351032	1.0
Erzya_2.6	6005268	0.891794517998	1.0	1.0	0.951282051282	0.0
English_2.6	3843116	0.366698789374	1.0	0.0	0.2936454106	1.0
Kazakh_2.6	3845460	0.824216892157	1.0	1.0	0.956777996071	0.0
Faroese_2.6	7526228	0.279107831442	0.0	1.0	0.253052917232	0.0
Turkish_2.6	1178045	0.264766448685	0.0	0.0	0.0825878490277	1.0
Classical_Chinese_2.6	2794372	0.159190638293	0.0	0.0	0.0862420254545	1.0
Finnish_2.6	5162735	0.864752425209	1.0	1.0	0.996166097757	1.0
Amharic_2.6	6609902	0.0416206952945	0.0	0.0	0.00899936511913	0.0
Korean_2.6	4661995	0.74994515905	1.0	0.0	0.91039023517	0.0
Hindi_2.6	6988642	0.291982543113	0.0	1.0	0.242696136949	1.0
Latin_2.6	4527349	0.283811953593	0.0	0.0	0.0137890480489	0.0
Italian_2.6	1176114	0.11149085111	0.0	0.0	0.0250488288785	0.0
Naija_2.6	5098082	0.104222814124	0.0	0.0	0.0756188170745	1.0
Portuguese_2.6	6005346	0.69585807496	1.0	1.0	0.74897151034	1.0
Mbya_Guarani_2.6	7993045	0.576264192188	1.0	1.0	0.575491060541	1.0
Greek_2.6	6662060	0.281424203731	0.0	0.0	0.0147306397306	0.0
Japanese_2.6	7439676	0.588597491814	1.0	0.0	0.844878185362	0.0
Icelandic_2.6	3776597	0.182106256742	0.0	0.0	0.00145772594752	0.0
Yoruba_2.6	204231	0.126771337438	0.0	0.0	0.0146486510123	0.0
Lithuanian_2.6	7868101	0.80466886792	1.0	0.0	0.837735383815	0.0
Sanskrit_2.6	2715968	0.448794833879	1.0	0.0	0.540860768548	1.0
Latvian_2.6	5135402	0.0995670735242	0.0	0.0	0.034955502156	1.0
Serbian_2.6	7615277	0.204410433628	0.0	0.0	0.00453341840666	0.0
Akkadian_2.7	9137700	0.626100218218	1.0	1.0	0.637403536346	1.0
Buryat_2.6	1441964	0.839242595969	1.0	1.0	0.947653944989	0.0
Korean_2.6	5701922	0.934965140219	1.0	1.0	0.999246917067	1.0
Yoruba_2.6	7253366	0.179329422426	0.0	0.0	0.12056424791	0.0
Korean_2.6	1328856	0.863284295494	1.0	1.0	0.988168603502	1.0
Polish_2.6	3850260	0.230444850229	0.0	0.0	0.165089047389	0.0
Thai_2.6	9543977	0.0831636651599	0.0	0.0	0.000578368999422	0.0
Old_Russian_2.6	4952237	0.284222283358	0.0	1.0	0.194979372818	1.0
Faroese_2.6	3050889	0.628019323671	1.0	1.0	0.605474927083	1.0
Ukrainian_2.6	8915879	0.0907284181856	0.0	0.0	0.0113265293752	0.0
Wolof_2.6	1728565	0.867400438528	1.0	1.0	0.929452839673	0.0
Kurmanji_2.6	9343432	0.916872016872	1.0	1.0	0.991738315961	1.0
Welsh_2.6	3297989	0.805139829142	1.0	0.0	0.722061072022	0.0
Hebrew_2.6	9388052	0.12278927727	0.0	0.0	0.0722497602524	1.0
French_2.6	5285974	0.222808791635	0.0	0.0	0.0153497813331	0.0
Afrikaans_2.6	7574668	0.0756873711129	0.0	0.0	0.00695865738846	0.0
Sanskrit_2.6	7097593	0.469336313964	1.0	0.0	0.564723521991	0.0
Chinese_2.6	6301601	0.0792259367185	0.0	0.0	0.00263790333735	0.0
Kurmanji_2.6	9810874	0.539908721365	1.0	1.0	0.484746927448	1.0
Italian_2.6	9796110	0.145939147386	0.0	0.0	0.0619729904739	1.0
Irish_2.6	8665296	0.502339691414	0.0	0.0	0.518549605596	1.0
Kazakh_2.6	3344358	0.795198559717	1.0	0.0	0.79561042524	1.0
Old_Russian_2.6	4870467	0.908140425484	1.0	1.0	0.983719503916	1.0
Turkish_2.7	5088673	0.206982605349	0.0	0.0	0.0693556439523	1.0
Italian_2.6	6499862	0.0806553528362	0.0	0.0	0.0176045492149	0.0
Turkish_2.7	2441198	0.590648593463	1.0	0.0	0.55304007633	0.0
Scottish_Gaelic_2.6	1520759	0.0858973972397	0.0	0.0	0.0222081462682	0.0
Akkadian_2.7	9947309	0.629559733063	1.0	1.0	0.640230374753	1.0
Catalan_2.6	2299315	0.512424108528	1.0	0.0	0.52699229347	0.0
English_2.6	8852658	0.197866031692	0.0	0.0	0.014979706353	0.0
Danish_2.6	756561	0.26865438049	0.0	1.0	0.243887507683	0.0
Turkish_2.7	9613634	0.262682334199	0.0	0.0	0.00426453837629	0.0
Basque_2.6	9354034	0.208107138221	0.0	0.0	0.0870161954433	1.0
Belarusian_2.6	7179153	0.105089396973	0.0	0.0	0.0301515705636	1.0
Faroese_2.7	3694017	0.123573723725	0.0	0.0	0.0504286434695	1.0
Serbian_2.6	5486473	0.781947381395	1.0	0.0	0.942124014862	1.0
Indonesian_2.6	2792627	0.1005344889	0.0	0.0	0.0114832196322	0.0
Arabic_2.6	1102407	0.354937448865	0.0	0.0	0.355188209884	0.0
Greek_2.6	5182954	0.28310122164	0.0	0.0	0.0	0.0
Estonian_2.6	3785504	0.927759245653	1.0	1.0	0.995466402297	1.0
Old_Church_Slavonic_2.6	6141009	0.489895992697	1.0	0.0	0.487478948364	0.0
Swedish_2.6	5863558	0.186304236082	0.0	0.0	0.0313490027861	1.0
Kazakh_2.6	5820107	0.82011695252	1.0	1.0	0.858200975757	0.0
Faroese_2.7	3528680	0.585242968598	0.0	1.0	0.71687855905	0.0
Swedish_2.6	2232304	0.798925197891	1.0	1.0	0.871057784073	1.0
Scottish_Gaelic_2.6	9375592	0.784200034761	1.0	0.0	0.718785225875	1.0
Finnish_2.6	5952766	0.866593549055	1.0	1.0	0.84557475534	0.0
Indonesian_2.6	548024	0.138561081388	0.0	0.0	0.0075486583443	0.0
Cantonese_2.6	3390032	0.727738197211	0.0	1.0	0.779775251884	1.0
Bambara_2.6	5316232	0.0104275612958	0.0	0.0	0.00613295826216	0.0
Italian_2.6	7006059	0.275249372329	0.0	1.0	0.203376600882	0.0
Romanian_2.6	9173270	0.380921445405	0.0	1.0	0.359993197246	0.0
Welsh_2.6	8266972	0.201348486898	0.0	1.0	0.273801709356	1.0
Classical_Chinese_2.6	9116218	0.644910110935	1.0	0.0	0.654126066321	1.0
Japanese_2.6	8912976	0.823693919049	1.0	1.0	0.841047847655	0.0
Uyghur_2.6	9927628	0.766398128241	1.0	0.0	0.801551792648	1.0
Breton_2.6	7114334	0.61640107548	1.0	1.0	0.800800946333	1.0
Korean_2.6	9114281	0.872742613978	1.0	1.0	0.99361205986	1.0
Akkadian_2.7	3396156	0.644946068939	1.0	1.0	0.640577609605	1.0
Breton_2.6	1871631	0.952859541449	1.0	1.0	0.997416020672	1.0
Basque_2.6	3509545	0.158474868028	0.0	1.0	0.0737890593869	1.0
Wolof_2.6	4417511	0.497491167711	1.0	1.0	0.491444269016	0.0
Turkish_2.6	1852411	0.506675272192	0.0	1.0	0.394216149412	1.0
Persian_2.7	3485734	0.0368432894727	0.0	0.0	0.00628153179713	0.0
Ukrainian_2.6	4515489	0.923457272562	1.0	1.0	0.990406560989	1.0
Korean_2.6	8168324	0.689988381875	1.0	0.0	0.920109503631	1.0
Kazakh_2.6	7436171	0.15814261205	0.0	0.0	0.0194458183695	0.0
Romanian_2.6	4244059	0.790019678254	1.0	1.0	0.863494290974	1.0
North_Sami_2.6	4860927	0.129304013162	0.0	0.0	0.00203804347826	0.0
French_2.6	2645325	0.108843317633	0.0	0.0	0.00139697362292	0.0
Maltese_2.6	780351	0.121988821725	0.0	0.0	0.0494916340388	1.0
Croatian_2.6	859022	0.179103939299	0.0	1.0	0.128211756695	0.0
Chinese_2.6	6552349	0.104798132269	0.0	0.0	0.00499974139182	0.0
Coptic_2.6	6437478	0.823737612081	0.0	1.0	0.84651619827	1.0
Belarusian_2.6	4706572	0.816407171503	1.0	1.0	0.830177165755	1.0
Turkish_2.7	4580512	0.424633975986	0.0	0.0	0.445220349042	1.0
Ancient_Greek_2.6	8415667	0.820487089987	1.0	1.0	0.840490711776	0.0
Greek_2.6	1654672	0.411417855733	0.0	1.0	0.239874524216	0.0
Ukrainian_2.6	93613	0.298328387041	0.0	0.0	0.176049651528	1.0
Ancient_Greek_2.6	2242152	0.719431265806	1.0	0.0	0.738218185205	1.0
Norwegian_2.6	1881928	0.0201498022213	0.0	0.0	0.00489726930998	0.0
Welsh_2.6	1473673	0.430241710735	1.0	1.0	0.982469023713	1.0
Kurmanji_2.6	718170	0.771470497374	1.0	0.0	0.810212765957	1.0
Indonesian_2.6	6162942	0.404011165236	1.0	0.0	0.37461690878	1.0
Greek_2.6	8753289	0.718392108668	1.0	0.0	0.791764316764	0.0
Dutch_2.6	3338075	0.0522226838388	0.0	0.0	0.0196276221444	0.0
Spanish_2.6	1706969	0.129350608804	0.0	0.0	0.0504805257222	1.0
Swedish_2.6	4427104	0.166444468099	0.0	0.0	0.0419531399745	1.0
Persian_2.7	4617710	0.364707416099	0.0	0.0	0.239412463313	0.0
Uyghur_2.6	1461561	0.625214653235	1.0	0.0	0.700880226246	1.0
Catalan_2.6	4220722	0.416021890675	0.0	1.0	0.390925839149	1.0
Icelandic_2.6	973875	0.104611650485	0.0	0.0	0.00518282388565	0.0
Icelandic_2.7	7799225	0.546503014202	1.0	0.0	0.554630852772	1.0
Basque_2.6	4789803	0.436109976403	0.0	0.0	0.354118022696	1.0
Amharic_2.6	3429701	0.777025746072	1.0	0.0	0.837120843935	1.0
Turkish_2.6	6040111	0.479179614371	0.0	1.0	0.41641188793	1.0
Hebrew_2.6	4334210	0.897913416509	1.0	1.0	0.971035727278	1.0
Portuguese_2.6	3296632	0.309971218073	0.0	1.0	0.316123550169	0.0
Kazakh_2.6	4484619	0.65846383296	1.0	1.0	0.611531343043	1.0
Korean_2.6	4498611	0.620935681949	1.0	1.0	0.877242646578	1.0
Hebrew_2.6	4238907	0.204930189847	0.0	0.0	0.0745500232158	1.0
Romanian_2.6	3510949	0.786986966047	1.0	1.0	0.872679785021	0.0
Latin_2.6	4925903	0.594327214668	1.0	0.0	0.545764677159	0.0
Mbya_Guarani_2.6	5242064	0.223676598476	0.0	1.0	0.220609065156	0.0
Korean_2.6	5731304	0.908102770996	1.0	1.0	0.987216078525	1.0
Turkish_2.7	7896446	0.623283178768	1.0	0.0	0.720965717008	1.0
Classical_Chinese_2.6	9430327	0.813551202246	1.0	1.0	0.819676768345	0.0
Icelandic_2.7	487540	0.435455579115	0.0	1.0	0.411571718953	1.0
Old_Russian_2.6	8856555	0.926931210763	1.0	1.0	0.984839337501	1.0
Bambara_2.6	3688699	0.956365296594	1.0	1.0	0.959431397383	0.0
Icelandic_2.7	2460627	0.452501437814	1.0	1.0	0.436360660437	0.0
Urdu_2.6	641646	0.577587557135	1.0	1.0	0.595480145539	1.0
Classical_Chinese_2.6	2213002	0.144626173772	0.0	0.0	0.0699126710536	0.0
Maltese_2.6	2436831	0.660040032858	1.0	0.0	0.736301572227	0.0
Polish_2.6	4580021	0.256154207616	0.0	1.0	0.220584364306	0.0
Slovak_2.6	319654	0.874621102235	1.0	0.0	0.898239012988	1.0
Armenian_2.6	4911625	0.265341188223	0.0	0.0	0.0163435308499	0.0
Naija_2.6	5920921	0.887373215318	1.0	1.0	0.94842133914	1.0
Akkadian_2.7	787962	0.600077619716	1.0	0.0	0.604234120735	1.0
Erzya_2.6	7297394	0.844108199892	1.0	1.0	0.943999214217	0.0
Czech_2.6	7519252	0.752690044791	1.0	1.0	0.810185596601	0.0
Icelandic_2.7	5132886	0.155965165336	0.0	0.0	0.107403883393	1.0
Hungarian_2.6	9607192	0.128769865385	0.0	0.0	0.0498148059267	1.0
Urdu_2.6	6546666	0.155831040797	0.0	0.0	0.0602244888196	1.0
Dutch_2.6	1652533	0.0724691394959	0.0	0.0	0.0313059033989	0.0
Akkadian_2.7	1274240	0.885060523376	1.0	0.0	0.889125799574	1.0
French_2.6	6629635	0.753433870881	1.0	1.0	0.86240294345	1.0
Maltese_2.6	1237919	0.747054111639	1.0	0.0	0.834522777532	0.0
Faroese_2.6	362236	0.527366859857	0.0	0.0	0.123228684165	1.0
Danish_2.6	4007949	0.879085993579	1.0	1.0	0.970073168126	1.0
Galician_2.6	3585856	0.850608179146	1.0	1.0	0.906577238971	0.0
Akkadian_2.7	1713665	0.884228643165	1.0	0.0	0.89350372737	1.0
Czech_2.6	6067363	0.725138634542	1.0	0.0	0.731964836949	1.0
French_2.6	9675882	0.146711729175	0.0	0.0	0.0197577842061	0.0
Amharic_2.6	9208284	0.0609648091001	0.0	0.0	0.0213658593569	1.0
Maltese_2.6	5708004	0.298097535581	0.0	1.0	0.246864107936	0.0
Italian_2.6	6209530	0.263590846447	0.0	1.0	0.208192175797	0.0
Chinese_2.6	9434297	0.251519045457	0.0	0.0	0.178253361004	0.0
Buryat_2.6	6694776	0.181060827675	0.0	1.0	0.0785219399538	0.0
Dutch_2.6	1091287	0.132392669742	0.0	0.0	0.0590578156282	1.0
Belarusian_2.6	3226808	0.0850035236082	0.0	0.0	0.0449017424253	1.0
Icelandic_2.7	5220324	0.82537551402	1.0	1.0	0.932201565976	1.0
Belarusian_2.6	1472601	0.794897799969	1.0	1.0	0.821320110726	1.0
Old_French_2.6	9057686	0.291861143289	1.0	0.0	0.279361062648	1.0
Gothic_2.6	7856294	0.395302774289	0.0	1.0	0.360410653883	1.0
Tamil_2.6	159254	0.0995751460435	0.0	0.0	0.0111856823266	0.0
Spanish_2.6	1986439	0.692521914967	1.0	0.0	0.756996967519	0.0
Bulgarian_2.6	6386441	0.786382150705	1.0	1.0	0.794888105609	1.0
Slovenian_2.6	5620743	0.47672421632	0.0	0.0	0.426688530368	0.0
Tamil_2.6	7067902	0.195432819968	0.0	0.0	0.0	0.0
Armenian_2.6	9112035	0.530161371057	1.0	1.0	0.558791346381	0.0
Latvian_2.6	9756160	0.900178426358	1.0	1.0	0.996170416467	1.0
Old_Church_Slavonic_2.6	8145632	0.112437086794	0.0	0.0	0.0	0.0
Buryat_2.6	2079220	0.21083459853	0.0	1.0	0.100523103749	1.0
Mbya_Guarani_2.6	1310091	0.57366567828	1.0	1.0	0.576828834895	1.0
Mbya_Guarani_2.6	9871606	0.603468899522	1.0	0.0	0.60377806954	1.0
Buryat_2.6	1320613	0.135162110033	0.0	0.0	0.00358422939068	0.0
Belarusian_2.6	8429724	0.0945922269346	0.0	0.0	0.01261829653	0.0
Galician_2.6	8514125	0.115560927778	0.0	0.0	0.0318084235517	0.0
Persian_2.7	2302986	0.117909225467	0.0	0.0	0.00563539858994	0.0
Turkish_2.7	6227334	0.718081220234	1.0	0.0	0.819689659614	0.0
Coptic_2.6	7665606	0.799880798816	0.0	1.0	0.815577389282	0.0
Turkish_2.6	2785432	0.614421378424	1.0	0.0	0.784346250527	0.0
Scottish_Gaelic_2.6	6666957	0.502643094191	0.0	1.0	0.521599374373	0.0
Welsh_2.6	2379234	0.347761245753	0.0	0.0	0.0420316171758	1.0
Icelandic_2.7	4893376	0.333926843848	1.0	0.0	0.254344165111	0.0
Catalan_2.6	6950230	0.577359890934	1.0	0.0	0.590455132373	0.0
Breton_2.6	364946	0.860169328828	1.0	1.0	0.820016683961	0.0
Croatian_2.6	8955051	0.887286538912	1.0	1.0	0.94473510616	0.0
Hungarian_2.6	7858887	0.169845938568	0.0	0.0	0.0529784404599	1.0
Russian_2.6	9653038	0.942034016966	1.0	1.0	0.992000990076	1.0
Yoruba_2.6	5753267	0.609714087508	1.0	0.0	0.659570624408	1.0
Irish_2.6	4252577	0.262795273794	0.0	1.0	0.264723226584	1.0
Naija_2.6	3802352	0.558664474911	0.0	0.0	0.566569261512	1.0
English_2.6	4609373	0.42467512648	1.0	0.0	0.384370237051	1.0
Arabic_2.6	8708184	0.728214564492	1.0	1.0	0.825203558152	0.0
Chinese_2.6	5896645	0.843357678566	1.0	1.0	0.891472314778	0.0
